Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,7,'3135,5,3,1,3,CONDRIEU,4,58.0,4.50,96,100,12,2,4,17,33,dn,- 6.0,dn,6181,23,0,0,0,1,1,2,0,0,0,0,0,0,2,1,8,0,3,4,0,0,0,2,1,7,6,5,1,2,13,J O'SHEA,6,M,Zac Lloyd,a0.0,S6,O3,1.11,0.94,1.00,A,A,7,1,1,3,0,0,2,0,1,2,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,40.5,20/09/23,39.0,04/04/23,36.5,16/09/22,39.5,29/08/23,39.0,04/04/23,1400 1850,0,0,0,0,1,3,38.0,38.0,02/10/2023,5,40.5,40.5,20/09/2023,3,39.5,39.5,29/08/2023,1,38.5,38.5,10/08/2023,3,36.5,36.5,27/07/2023,4,37.5,37.5,08/07/2023,4,38.5,38.5,19/04/2023,4,39.0,39.0,04/04/2023,2,36.5,36.5,05/02/2023,,,,,,,,,,,,,,,,79,97,416,107,148,579,0,0,1,25,78,295,155,277,971,75,146,575,1,6,9,2200,2.0,54.0,2110,0.4,54.0,1850,2.0,57.0,1850,0.6,57.0,WFRM,BM-72,WFRM,BM-72,NEWC,CL1-SW,NEWC,CL1-SW,SEBRING,JEHANNEDARC (IRE),MONTJEU (IRE),HAWKESBURY,,,5.00,5.50,5.00,2.50,,29/08/23,19,05/02/23,142,,,,,,,,,1,1,3,1,0,2,0,3,5,0,0,2,56.5,57.0,52.5,57.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,8,'2861,1,6,8,2,VERBEK (NZ),6,58.0,6.00,91,95,34,3,12,9,35,eq,- 3.5,dn,6302,13,0,1,1,0,0,5,0,0,0,0,0,0,1,8,19,1,4,11,1,0,4,3,3,4,4,9,11,,,R & L PRICE,5,G,Ms K. O'Hara,,G2,O2,0.52,0.95,1.13,B,D,13,0,3,6,1,3,5,0,2,5,0,0,5,1,1,3,0,0,3,1,3,7,0,0,0,,,,,,,,,,38.5,12/10/23,44.5,24/09/22,44.5,24/05/22,35.0,30/09/23,44.5,24/05/22,1000 1500 2000,0,0,0,0,4,18,38.5,38.5,12/10/2023,1,35.0,35.0,30/09/2023,6,31.0,31.0,09/09/2023,8,37.5,37.5,26/08/2023,2,27.5,27.5,16/08/2023,8,36.5,36.5,05/08/2023,2,33.0,33.5,29/07/2023,8,38.0,38.5,01/07/2023,2,39.0,44.5,24/05/2022,35.0,41.0,10/04/2022,,,,,,,,,,,,,13,19,202,27,52,416,1,0,3,5,11,70,19,48,194,41,79,374,2,3,9,2000,1.5,56.0,1800,2.0,53.0,1600,5.5,57.0,1600,1.0,57.0,KEMB,BM-64,RAND,BM-72,KEMB,BM-64,KEMB,BM-64,TURN ME LOOSE (NZ),CHAPCHICK (NZ),HIGH CHAPARRAL (IRE),KEMBLA GRANGE,,,4.50,61.00,4.20,7.00,,12/10/23,12,24/05/22,17,10/04/22,17,,,,,,,1,6,7,1,1,8,1,4,9,0,1,10,54.0,57.5,52.0,57.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,9,' 411,1,1,4,,DEAD OF NIGHT,3,56.5,4.00,100,97,3,2,0,67,0,up,+ 1.5,up,11692,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,2,12,10,12,9,,,ANNABEL NEASHAM,3,C,A. Hyeronimus,,G2,O3,0.84,0.97,1.01,C,A,4,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,06/10/23,,,,,,,40.0,06/10/23,1500 1600,0,0,0,0,0,0,40.0,40.0,06/10/2023,1,36.5,37.0,22/09/2023,1,32.5,33.5,29/08/2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,31,170,40,56,262,0,0,0,44,79,325,119,233,775,175,317,1094,1,2,10,1600,1.0,57.5,1500,0.2,56.5,1300,5.0,56.5,,,,CANB,CL1-SW,GOUL,MDN-SW,NEWC,MDN-SW,,,SNITZEL,STREET SECRET (USA),STREET CRY (IRE),WARWICK FARM,,,2.50,7.50,13.00,,,06/10/23,14,22/09/23,24,,,,,,,,,0,0,0,1,0,1,1,0,2,0,0,0,,,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,10,'x318,8,1,3,,MATUSALEM,2,55.5,10.00,85,88,6,1,2,17,33,eq,- 2.0,up,8879,18,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,2,0,0,0,5,5,13,11,13,7,,,C J WALLER,3,C,K. Mc Evoy,,M5,M6,0.75,0.84,1.01,C,A,4,0,2,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,40.0,21/09/23,38.5,06/05/23,,,,,38.5,10/04/23,1500,0,0,0,0,0,2,34.5,34.5,07/10/2023,8,39.5,40.0,21/09/2023,1,30.5,31.0,06/09/2023,3,31.0,34.5,27/05/2023,7,34.5,38.5,06/05/2023,4,33.5,38.5,10/04/2023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,40,88,497,65,150,733,0,0,2,138,256,1302,907,1652,6144,284,481,2322,27,30,176,1600,5.1,56.5,1500,1.5,56.5,1300,4.8,59.0,1400,6.6,56.0,KEMB,BM-64,HAWK,MDN-SW,RANI,3Y-MDN,RAND,2YO,THE AUTUMN SUN,MISS DODWELL,FALBRAV (IRE),ROSEHILL,31.0,06/09/23,3.20,1.40,6.50,5.00,,21/09/23,15,,,,,,,,,,,1,0,1,0,0,2,0,1,2,0,1,1,56.5,56.0,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,11,'6x76,6,7,6,,BRYNNER (NZ),8,58.0,126,61,63,23,2,7,9,30,dn,- 4.5,up,3885,15,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,1,3,8,1,1,7,14,13,2,13,6,4,,,J C COYLE,5,G,J. R. Collett,,M6,M6,0.67,0.96,0.93,B,D,3,0,2,5,1,0,5,0,1,3,0,2,3,1,0,3,0,1,2,0,1,2,0,1,3,04/03/2023,33.0,34.5,18/07/2022,36.5,41.0,31/12/2021,24.0,32.5,33.0,10/10/23,42.0,10/04/23,41.0,16/08/22,33.5,03/09/22,42.0,10/04/23,1600 (2),0,0,1,0,2,8,33.0,33.0,10/10/2023,6,27.5,27.5,20/09/2023,7,36.5,37.5,06/05/2023,6,40.0,41.0,19/04/2023,3,41.0,42.0,10/04/2023,3,38.0,39.5,28/03/2023,4,39.0,40.5,14/03/2023,3,33.0,34.5,04/03/2023,9,37.0,41.0,16/08/2022,34.5,39.0,08/07/2022,,,,,,,,,,,,,57,124,497,102,201,763,0,0,0,7,15,115,46,117,478,23,55,379,0,2,6,1500,4.6,56.5,1300,7.3,54.0,2400,3.0,54.0,2130,0.8,54.5,NEWC,BM-68,WFRM,BM-78,CDRA,BM-78,WFRM,BM-72,CONTRIBUTER (IRE),TOASTOFBROADWAY (USA),THEATRICAL (IRE),WARWICK FARM,36.5,03/02/23,11.00,151,21.00,11.00,,16/08/22,12,08/07/22,20,,,,,,,,,0,0,0,0,1,1,2,2,9,0,4,13,54.0,58.0,57.5,53.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,12,'3341,1,4,3,3,DEEP FURY,,57.5,,,,19,2,8,11,42,,,,4425,10,0,0,0,0,0,0,0,0,0,0,0,0,2,6,14,0,1,3,0,1,2,8,8,9,7,10,2,,,G PORTELLI,4,G,,,M4,M4,0.46,0.95,0.93,B,C,18,0,1,2,0,1,2,0,0,1,0,1,1,0,0,1,0,0,1,2,5,11,0,0,0,,,,,,,,,,38.5,15/10/23,36.5,08/07/22,,,,,38.5,10/08/23,1400 1600,0,0,0,0,0,0,38.5,38.5,15/10/2023,1,33.0,33.0,01/10/2023,4,34.0,34.5,22/09/2023,3,30.0,30.5,09/09/2023,3,37.5,38.5,27/08/2023,2,37.5,38.5,10/08/2023,4,34.5,36.0,13/07/2023,7,36.5,38.5,20/06/2023,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14,38,179,75,156,664,37,115,443,0,0,0,1600,1.3,60.0,1600,2.0,57.5,1300,1.8,57.5,1400,2.5,53.5,NWRA,BM-58,COOT,CL1-SW,GOUL,CLS1,KEMB,CLS1,DEEP FIELD,FURIOSA,MORE THAN READY (USA),WARWICK FARM,,,1.80,1.90,4.50,12.00,Scratched,15/10/23,14,20/06/23,15,,,,,,,,,1,0,2,1,3,4,0,4,9,0,1,4,58.0,56.5,57.0,59.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,13,'0083,3,8,0,0,NAVAL WARFARE (IRE),9,57.0,101,65,61,70,7,16,10,23,eq,- 3.5,dn,9228,13,1,0,5,1,2,12,0,0,3,0,0,0,5,14,45,0,1,17,2,1,8,13,15,15,14,15,15,,,R T LEEMON,10,G,Ms B. Panya,a3.0,M6,B8,0.52,0.77,1.21,D,na,6,1,0,10,0,1,10,2,0,10,1,2,8,0,5,8,1,1,6,2,7,18,1,1,6,27/07/2022,40.5,40.5,14/11/2020,18.0,18.0,26/10/2019,41.0,41.0,35.0,12/10/23,40.5,27/07/22,38.0,26/01/22,37.0,15/06/22,40.5,27/07/22,1454 1609 1658 2100 2110 2200 2400,0,0,0,6,14,66,35.0,35.0,12/10/2023,3,15.0,15.0,27/09/2023,8,28.0,28.0,26/08/2023,10,30.0,30.0,09/08/2023,10,24.0,24.0,19/07/2023,11,26.5,26.5,12/10/2022,6,15.0,15.0,03/10/2022,8,29.5,29.5,21/09/2022,6,40.5,40.5,27/07/2022,53.5,53.5,01/01/2019,51.5,51.5,22/12/2018,49.5,50.5,18/04/2018,43.0,47.0,12/08/2017,42.5,48.0,09/05/2017,0,1,13,15,27,198,0,1,5,0,1,8,1,1,9,4,6,44,1,0,2,2000,3.0,55.0,1800,16.3,51.0,1800,7.6,51.0,1600,6.4,52.5,KEMB,BM-64,ROSE,BM-72,ROSE,BM-72,WFRM,BM-72,BORN TO SEA (IRE),THREE DAYS IN MAY (GB),CADEAUX GENEREUX (GB),WARWICK FARM,37.0,15/06/22,101,151,201,201,,27/07/22,14,01/01/19,10,22/12/18,14,18/04/18,18,12/08/17,14,09/05/17,235,4,2,7,1,5,10,0,5,13,2,4,40,52.5,55.0,57.5,58.0,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,14,'6x53,3,5,6,,COUNTER (GB),,56.5,,,,6,0,3,0,50,,,,2413,20,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,11,12,14,12,11,12,,,C J WALLER,4,G,,,M6,M6,1.06,1.13,1.11,B,B,3,0,0,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29/09/2022,23.0,30.5,,,,,,,35.5,05/10/23,34.5,20/05/23,35.5,06/09/22,35.5,05/10/23,35.5,05/10/23,,0,0,0,0,1,2,35.5,35.5,05/10/2023,3,34.0,34.5,21/09/2023,5,32.0,34.5,20/05/2023,6,23.0,30.5,29/09/2022,3,28.0,35.5,06/09/2022,3,15.0,23.0,16/08/2022,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,138,256,1302,907,1652,6144,284,481,2322,0,0,0,1900,2.6,59.0,1500,3.7,59.0,1400,4.7,59.0,2012,7.3,59.0,GOSF,3Y+MSW,HAWK,MDN-SW,NEWC,3Y+MSW,GB,2Y-CL4,LOPE DE VEGA (IRE),RIPOSTE (GB),DANSILI (GB),ROSEHILL,,,6.50,21.00,41.00,1.00,Scratched,,,,,,,,,,,,,0,1,1,0,0,0,0,1,2,0,1,3,60.5,60.5,,,
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,15,'7436,6,3,4,7,SIAN,,55.0,,,,51,4,15,8,29,,,,3585,7,0,0,1,0,0,3,0,0,1,0,0,0,4,6,28,0,4,14,0,5,9,15,11,10,9,14,13,,,MARK CROSS,6,G,,,S7,M6,0.97,1.22,1.11,B,na,34,0,1,4,1,0,4,0,1,2,1,0,2,0,1,2,0,1,2,2,11,35,0,0,0,,,,,,,,,,40.5,01/07/23,47.0,18/05/21,47.0,22/10/20,35.5,18/10/23,46.0,06/08/21,1300 1400 1600 (2),0,3,7,0,4,14,35.5,35.5,18/10/2023,6,33.5,33.5,28/09/2023,3,36.5,36.5,09/09/2023,4,34.0,34.0,27/08/2023,7,38.0,38.0,15/07/2023,10,40.5,40.5,01/07/2023,7,36.0,36.0,17/06/2023,4,37.0,37.0,03/06/2023,3,37.5,37.5,09/03/2023,42.0,45.0,28/10/2021,41.5,47.0,18/05/2021,37.0,47.0,22/10/2020,,,,,,,0,0,0,0,0,0,0,0,0,0,1,5,0,1,3,2,8,44,0,0,0,1800,5.4,54.0,1600,4.5,55.0,1600,2.7,55.0,1350,3.5,55.0,RANI,BM-72,WYON,BM-64,KEMB,BM-64,WYON,BM-64,PRIDE OF DUBAI,FIVE STAR BELLE,GENERAL NEDIYM,WYONG,35.5,18/10/23,61.00,15.00,12.00,9.00,Scratched,09/03/23,46,28/10/21,10,18/05/21,15,22/10/20,13,,,,,1,2,3,1,1,3,0,9,21,2,3,24,54.0,54.0,55.0,55.0,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,1,'933x,3,3,9,,FIRE AND ICE,,61.5,,,,16,2,5,13,31,,,,7406,63,0,1,1,2,4,15,0,1,1,0,0,0,0,2,5,2,3,9,0,0,2,12,12,1,0,1,3,,,M S MINERVINI,4,G,,,M5,M3,1.01,1.21,0.94,D,E,1,1,1,4,0,0,4,0,2,3,1,0,2,0,0,1,0,1,1,0,1,1,1,1,4,27/04/2023,37.0,39.5,05/11/2022,33.5,40.0,19/07/2022,30.0,38.5,,,41.0,01/06/23,40.0,15/11/22,41.0,01/06/23,41.0,01/06/23,1000 1100,0,0,0,1,2,8,38.0,39.0,23/08/2023,3,38.5,39.5,18/08/2023,3,31.0,33.0,17/06/2023,9,39.0,41.0,01/06/2023,1,37.0,39.5,20/05/2023,2,33.0,35.5,12/05/2023,4,37.0,39.5,27/04/2023,3,33.5,40.0,15/11/2022,6,30.0,38.5,19/07/2022,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,11,36,2,15,71,27,41,178,0,0,0,1000,1.2,57.5,1000,0.4,59.5,1100,5.0,56.0,1100,2.0,58.0,RANI,BM-72,TARE,BM-74,ROSE,BM-72,WYON,BM-68,HELLBENT,CERSEI,ALL TOO HARD,NEWCASTLE,39.0,23/08/23,6.50,2.10,10.00,1.90,Scratched,01/06/23,12,19/07/22,143,,,,,,,,,2,2,5,0,1,2,0,2,3,0,0,6,59.5,59.5,59.5,59.0,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,2,'48x0,0,8,4,,CARDONE,4,60.5,126,62,56,4,1,0,25,0,dn,- 6.5,dn,8400,14,0,0,0,1,0,4,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,14,14,8,9,3,14,,,"M, W & J HAWKES",4,G,K. Jennings,,M5,M5,0.84,0.92,0.94,D,A,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21/01/2023,36.5,41.0,,,,,,,35.0,11/10/23,42.0,16/12/22,,,42.0,16/12/22,41.0,21/01/23,1100,0,0,0,0,0,3,35.0,35.0,11/10/2023,12,36.0,40.0,08/02/2023,8,36.5,41.0,21/01/2023,4,36.5,42.0,16/12/2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,55,69,108,454,0,0,0,46,82,376,267,422,1589,79,135,580,6,14,31,1200,4.6,56.5,1200,4.1,56.5,1100,1.3,56.0,1100,0.4,57.5,WFRM,BM-72,WFRM,BM-72,RAND,3YB-72,CANT,3Y+MSW,WRITTEN TYCOON,PRIDE ROCK,FASTNET ROCK,ROSEHILL,,,6.50,4.50,9.00,6.50,,16/12/22,frs,,,,,,,,,,,0,0,0,0,0,1,1,0,3,0,0,0,,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,3,'x13x,3,1,,,FLEETWOOD,7,59.0,7.50,85,88,3,1,1,33,33,dn,- 5.5,eq,13983,137,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,6,6,13,0,7,7,,,JAMES CUMMINGS,3,C,Zac Lloyd,a0.0,M5,M6,1.08,1.14,1.23,A,A,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17/05/2023,33.0,36.5,21/01/2023,29.5,36.5,,,,,,38.0,10/06/23,36.5,21/01/23,38.0,10/06/23,38.0,10/06/23,1100,0,0,0,0,1,2,35.0,38.0,10/06/2023,3,33.0,36.5,17/05/2023,1,29.5,36.5,21/01/2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,97,416,107,148,579,0,0,0,94,113,490,469,751,2698,172,229,885,33,38,152,1100,3.3,57.0,1100,0.2,58.0,1000,7.4,57.0,,,,RAND,2YO,WFRM,2Y-MDN,RAND,2YO,,,ENCRYPTION,JENNIFER JUNIPER,TIME THIEF,AGNES BANKS,,,11.00,3.50,4.50,,,17/05/23,116,,,,,,,,,,,1,0,1,0,0,1,0,1,1,0,0,0,,,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,4,'13x9,9,3,1,,WAIKIKI,3,59.0,7.00,89,90,6,1,3,17,50,dn,- 4.5,eq,10904,14,0,2,3,1,3,5,0,2,2,0,0,0,0,1,2,1,1,2,0,1,2,5,4,5,3,4,6,1,16,C J WALLER,4,M,K. Mc Evoy,,S5,B6,0.95,1.06,1.04,C,B,2,0,2,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17/05/2023,37.0,39.5,10/08/2022,29.0,37.0,,,,37.5,11/10/23,39.5,12/06/23,38.5,20/07/22,39.5,12/06/23,39.5,17/05/23,1100,0,0,0,0,1,2,37.5,37.5,11/10/2023,9,37.5,39.5,12/06/2023,3,37.0,39.5,17/05/2023,1,34.0,36.5,25/04/2023,2,29.0,37.0,10/08/2022,7,30.0,38.5,20/07/2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,40,88,497,65,150,733,0,1,1,138,256,1302,907,1652,6144,284,481,2322,27,30,176,1100,2.6,57.5,1100,1.6,55.0,1100,0.4,56.5,1100,0.4,55.0,WFRM,FMB-72,WFRM,BM-72,WFRM,3YB-64,RANI,3Y-MSW,CAPITALIST,LAUCALA,MORE THAN READY (USA),ROSEHILL,38.5,20/07/22,6.00,3.00,4.70,3.70,,17/05/23,22,,,,,,,,,,,0,1,2,1,1,2,0,0,1,0,1,1,56.0,56.0,,,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,5,'17x0,0,7,1,,CONSENZA,2,58.5,61.00,65,66,8,2,1,25,13,dn,- 6.0,eq,8994,23,0,0,0,1,1,5,0,0,0,0,0,0,0,1,6,2,0,2,0,0,0,13,13,6,11,10,13,,,"M, W & J HAWKES",4,M,Tommy Berry,,G5,M5,0.89,0.93,1.04,C,A,2,1,0,3,1,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,24/05/2023,38.5,41.0,17/11/2022,31.5,38.0,,,,29.5,02/10/23,41.0,24/05/23,38.0,17/11/22,39.0,11/05/23,41.0,24/05/23,1100 1250,0,0,0,0,0,2,29.5,29.5,02/10/2023,12,36.0,38.0,12/06/2023,7,38.5,41.0,24/05/2023,1,36.5,39.0,11/05/2023,1,21.0,26.5,16/12/2022,10,29.0,35.5,30/11/2022,4,31.5,38.0,17/11/2022,3,28.0,35.0,29/10/2022,7,,,,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,46,82,376,267,422,1589,79,135,580,2,4,22,1100,8.5,55.0,1100,3.6,55.0,1250,0.2,56.0,1100,0.4,57.0,WFRM,BM-72,WFRM,BM-72,CANT,3YB-64,WYON,MDN-SW,ZOUSTAR,SILVER MAGIC SHIPS,SEBRING,ROSEHILL,,,21.00,7.50,21.00,3.50,,24/05/23,13,11/05/23,146,,,,,,,,,1,0,1,0,0,0,0,1,5,1,0,2,54.5,55.0,55.5,55.5,
RANDWICK INS,6,CACTUS IMAGING (BM64),1100,"60,000",BM-64,Claim,05.10 pm,25/10/2023,6,'3x16,6,1,3,,DIVINE VICKY,,58.5,,,,5,2,2,40,40,,,,9475,14,0,0,0,2,2,5,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,9,9,4,1,5,4,,,MATTHEW SMITH,4,M,,,M6,M6,1.04,1.07,1.04,C,C,3,2,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,08/07/2023,38.0,39.5,,,,,,,40.5,22/09/23,40.5,20/06/23,,,40.5,22/09/23,,,1100 1200,0,0,0,0,1,2,39.0,39.0,11/10/2023,6,40.0,40.5,22/09/2023,1,38.0,39.5,08/07/2023,3,38.5,40.5,20/06/2023,3,38.0,40.5,06/05/2023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15,50,206,85,166,636,96,190,778,0,0,0,1100,1.9,56.5,1100,0.8,58.0,1200,1.2,56.5,1200,0.2,56.0,WFRM,FMB-72,SCON,CLS2,NEWC,BM-64,NWRA,CLS3,SO YOU THINK (NZ),DIVINE DAY,DOMESDAY,WARWICK FARM,,,10.00,5.50,4.20,2.50,Scratched,22/09/23,76,06/05/23,frs,,,,,,,,,1,1,2,0,1,1,1,0,1,0,0,1,57.0,,,,
