,Distance,Last Finish pos,Last-1 Finish pos,Weight,Wins,Places,win%,Place%,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Good Wins,Good Places,Good Starts, age,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,Last Base Rating,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Finish Pos,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Cluster,Horse Rating
1020,1560,7.0,0.0,57.5,1,10,4.0,42.0,0,0,0,1,0,0,5,10,7,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,11.5,7.0,25.0,25.0,10.0,35.5,35.5,3.0,36.5,36.5,3.0,37.5,37.5,2.0,31,80,568,0,4,18,1,7,39,2,11,51,0,1,1400.0,15.6,57.0,2600.0,18.2,55.0,2200.0,2.8,54.0,2400.0,1.9,54.0,70,71
1021,1560,5.0,3.0,56.5,2,4,11.0,21.0,0,1,1,2,3,0,0,8,5,0.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,35.0,5.0,37.0,37.0,3.0,39.0,39.0,4.0,30.5,30.5,3.0,32.0,32.0,13.0,26,72,343,24,45,178,88,149,593,61,115,489,8,71,1400.0,1.6,57.0,1600.0,3.1,56.5,1600.0,0.9,60.0,1400.0,6.5,60.0,79,80
1022,1560,2.0,1.0,56.0,2,1,22.0,11.0,0,0,0,1,1,0,0,4,4,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,40.5,2.0,39.5,39.5,1.0,28.5,28.5,4.0,35.5,36.0,1.0,21.5,23.0,13.0,41,86,506,3,3,14,4,19,73,10,7,50,0,1,1600.0,1.8,57.5,1600.0,2.5,57.5,1400.0,6.6,57.0,1400.0,1.3,57.5,79,80
1023,1560,2.0,3.0,56.0,2,2,22.0,22.0,0,0,0,1,2,0,0,3,4,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,38.5,2.0,39.0,39.0,3.0,37.0,37.5,5.0,38.0,38.5,6.0,39.0,43.5,1.0,18,41,366,39,87,334,173,242,946,114,208,822,2,21,1600.0,2.3,55.5,1600.0,1.9,55.5,1600.0,3.4,55.5,1400.0,2.2,56.0,50,51
1024,1560,6.0,1.0,55.5,3,1,33.0,11.0,0,0,0,2,1,1,1,4,3,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,34.5,6.0,40.5,41.0,1.0,38.5,39.0,7.0,39.0,40.0,1.0,36.0,37.5,7.0,50,96,433,39,87,334,173,242,946,114,208,822,2,26,1600.0,6.8,57.5,1600.0,1.8,57.0,1600.0,1.6,57.5,1600.0,2.0,55.5,50,51
1025,1560,4.0,1.0,55.0,5,10,8.0,16.0,1,2,4,4,7,0,2,21,7,0.0,1.0,8.0,1.0,1.0,6.0,1.0,1.0,6.0,0.0,0.0,6.0,29.5,4.0,33.5,33.5,1.0,25.5,25.5,10.0,11.0,11.0,11.0,29.5,29.5,6.0,5,14,103,1,0,4,0,3,12,2,1,19,1,3,1600.0,4.6,55.5,1600.0,2.5,52.5,1400.0,5.8,53.0,1400.0,15.4,53.5,19,20
1026,1560,2.0,6.0,54.0,6,11,12.0,22.0,1,1,6,0,0,0,1,7,6,0.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,5.0,0.0,1.0,5.0,35.0,2.0,32.0,32.0,6.0,41.5,41.5,1.0,23.0,23.0,6.0,28.0,28.0,14.0,91,204,987,6,4,45,10,23,131,8,10,118,0,1,1400.0,2.3,51.0,1400.0,6.3,54.0,1400.0,0.4,54.0,1400.0,9.0,53.5,23,24
1027,2200,4.0,5.0,60.0,11,18,18.0,30.0,0,0,0,8,9,9,15,46,7,0.0,1.0,8.0,2.0,0.0,7.0,1.0,3.0,7.0,0.0,3.0,6.0,41.5,4.0,39.5,39.5,5.0,21.0,21.0,12.0,38.0,38.0,7.0,43.0,43.0,7.0,26,72,343,0,1,7,0,1,5,11,20,95,1,2,2100.0,3.6,60.0,2100.0,6.4,58.0,1600.0,20.8,60.0,2000.0,8.1,58.0,90,91
1028,2200,4.0,5.0,57.5,5,10,19.0,37.0,0,1,3,4,7,1,2,7,6,1.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,2.0,4.0,47.5,4.0,47.5,47.5,5.0,43.5,43.5,4.0,42.5,42.5,3.0,43.5,43.5,3.0,36,91,495,1,2,16,10,19,119,4,7,50,1,11,2100.0,2.6,56.5,2200.0,1.4,54.0,2200.0,3.8,55.0,2200.0,4.6,53.0,12,13
1029,2200,2.0,2.0,57.5,9,10,15.0,17.0,0,1,2,4,4,7,6,44,7,1.0,2.0,8.0,0.0,1.0,8.0,1.0,0.0,7.0,2.0,0.0,6.0,41.5,2.0,34.5,34.5,2.0,34.5,34.5,7.0,31.5,31.5,1.0,24.0,24.0,12.0,5,10,58,1,3,10,6,9,52,2,6,22,0,1,2100.0,0.8,53.0,3100.0,2.0,65.0,2100.0,11.3,56.5,2800.0,5.8,65.0,54,55
1030,2200,6.0,7.0,57.0,9,9,20.0,20.0,1,1,3,7,3,1,3,14,7,0.0,1.0,7.0,0.0,1.0,7.0,1.0,2.0,7.0,0.0,2.0,7.0,36.0,6.0,27.5,27.5,7.0,41.0,41.0,7.0,39.0,39.0,6.0,47.0,47.0,4.0,29,75,465,3,6,43,22,28,198,5,22,99,0,1,2200.0,7.6,59.0,2100.0,13.3,59.0,1600.0,4.0,58.5,1400.0,6.7,55.0,12,13
1031,2200,7.0,1.0,56.0,9,15,17.0,28.0,0,0,3,5,11,3,6,23,6,1.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,0.0,5.0,38.5,7.0,51.0,51.0,1.0,38.0,38.0,6.0,40.0,40.0,11.0,28.5,28.5,10.0,31,80,568,3,7,21,10,27,108,7,10,43,0,0,1600.0,8.1,54.0,2200.0,0.5,54.0,2200.0,6.1,57.5,1560.0,3.7,56.0,36,37
1032,2200,5.0,1.0,56.0,8,3,21.0,8.0,0,0,1,3,0,4,1,27,6,1.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,3.0,38.0,5.0,46.5,46.5,1.0,43.0,43.0,1.0,22.0,22.0,11.0,31.0,31.0,6.0,71,123,571,3,2,16,8,12,82,5,3,32,0,0,1800.0,7.5,59.5,2100.0,9.8,57.0,2100.0,5.3,56.5,1600.0,18.0,53.0,36,37
1033,2200,3.0,2.0,56.0,5,5,24.0,24.0,1,0,1,0,1,0,1,6,4,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,41.0,3.0,46.5,46.5,2.0,43.5,43.5,5.0,46.0,46.5,1.0,42.0,42.5,3.0,5,14,103,3,3,14,4,19,73,10,7,50,2,4,2200.0,3.3,56.5,1600.0,1.3,59.0,1600.0,3.4,59.0,1560.0,0.2,56.5,79,80
1034,2200,1.0,4.0,55.5,7,7,19.0,19.0,0,1,1,6,4,0,1,10,7,1.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,47.5,1.0,41.0,41.0,4.0,39.5,39.5,6.0,41.5,41.5,6.0,41.5,41.5,4.0,91,204,987,2,3,21,14,27,108,5,5,53,0,1,2200.0,0.1,54.0,2100.0,5.6,54.0,2100.0,4.0,53.5,2200.0,4.3,58.0,12,13
1035,2200,3.0,2.0,55.0,8,17,14.0,29.0,0,0,1,2,6,3,4,28,6,0.0,1.0,6.0,1.0,0.0,6.0,1.0,2.0,5.0,0.0,4.0,5.0,39.5,3.0,46.5,46.5,2.0,44.5,44.5,3.0,45.0,45.0,3.0,38.5,38.5,7.0,21,48,341,2,4,31,11,25,155,3,14,79,0,9,2200.0,4.6,53.5,2100.0,0.3,52.0,1500.0,1.6,52.0,2100.0,1.9,56.5,12,13
1036,2200,1.0,1.0,54.5,4,4,40.0,40.0,0,0,0,0,0,0,3,5,4,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,47.5,1.0,44.0,44.0,1.0,42.5,42.5,3.0,41.0,41.0,2.0,43.5,48.5,1.0,50,96,433,2,0,7,3,3,18,9,7,40,0,9,1800.0,1.0,55.5,1550.0,3.5,55.0,1600.0,3.0,58.0,1400.0,4.0,58.0,2,3
1037,2200,8.0,3.0,54.0,4,11,14.0,39.0,0,1,1,2,8,3,7,19,5,1.0,1.0,4.0,1.0,1.0,4.0,0.0,3.0,4.0,1.0,2.0,4.0,38.0,8.0,47.5,47.5,3.0,41.5,41.5,4.0,45.0,45.0,1.0,42.5,42.5,1.0,23,67,306,24,45,178,88,149,593,61,115,489,3,17,2100.0,5.8,54.5,2100.0,0.3,50.5,1600.0,2.6,55.0,1600.0,0.5,57.5,12,13
1038,2200,6.0,2.0,53.0,3,9,8.0,24.0,0,1,1,0,1,1,1,18,6,0.0,2.0,7.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,2.0,5.0,38.0,6.0,50.5,50.5,2.0,39.5,39.5,6.0,37.5,37.5,8.0,26.0,26.0,14.0,29,52,254,1,2,30,11,28,171,4,16,112,0,0,2100.0,5.4,54.0,2100.0,0.2,53.5,1600.0,7.6,54.0,1600.0,4.4,56.5,12,13
1039,2200,0.0,2.0,60.0,10,8,15.0,12.0,0,0,8,6,3,3,3,25,11,1.0,2.0,10.0,0.0,0.0,9.0,3.0,1.0,9.0,1.0,2.0,9.0,10.0,10.0,38.5,38.5,2.0,23.0,23.0,11.0,32.5,32.5,7.0,32.0,32.0,5.0,29,75,465,1,0,3,33,72,328,1,0,7,0,0,3100.0,16.7,65.0,3350.0,0.3,65.0,2200.0,10.0,52.5,2200.0,5.3,71.5,47,48
1040,2200,2.0,1.0,60.0,2,4,8.0,16.0,0,1,1,1,2,1,0,14,5,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,32.0,2.0,33.0,33.0,1.0,30.0,30.0,5.0,28.5,28.5,4.0,23.5,23.5,3.0,5,10,58,0,2,8,1,1,12,1,2,16,0,1,2200.0,0.5,52.0,2200.0,3.8,67.0,2100.0,3.7,57.0,2200.0,3.1,56.5,79,80
1041,2200,1.0,0.0,60.0,3,2,14.0,10.0,0,0,1,3,0,0,0,6,5,1.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,3.0,34.0,1.0,21.5,21.5,11.0,27.5,27.5,3.0,14.0,14.0,11.0,28.0,28.0,6.0,39,72,324,10,14,86,36,61,336,21,41,251,0,2,2100.0,1.8,70.0,2100.0,9.3,51.0,1600.0,7.0,67.0,1400.0,14.5,54.0,94,95
1042,2200,8.0,8.0,59.5,3,4,14.0,18.0,0,2,2,3,3,2,4,19,6,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,11.5,8.0,31.5,31.5,8.0,35.5,35.5,7.0,26.5,26.5,13.0,33.5,33.5,1.0,12,21,127,0,0,1,0,2,12,2,1,16,0,0,1600.0,13.9,67.0,2100.0,5.0,57.0,2100.0,5.6,54.0,2200.0,6.3,53.5,98,99
1043,2200,2.0,3.0,59.0,3,12,9.0,38.0,1,1,7,1,4,1,2,7,7,0.0,1.0,6.0,1.0,1.0,5.0,0.0,3.0,5.0,1.0,1.0,5.0,34.0,2.0,28.5,28.5,3.0,11.5,11.5,5.0,34.5,34.5,3.0,27.5,27.5,6.0,23,67,306,2,1,12,10,16,65,7,9,55,2,7,3500.0,0.2,65.5,4150.0,5.5,65.0,2800.0,12.9,68.0,2200.0,1.8,69.0,49,50
1044,2200,1.0,4.0,58.5,1,4,10.0,40.0,0,1,1,1,2,0,0,1,4,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,31.5,1.0,25.0,25.0,4.0,31.5,31.5,2.0,18.5,19.0,6.0,12.5,13.0,11.0,42,84,369,0,4,11,5,10,49,2,5,33,2,4,2100.0,3.3,56.5,2200.0,5.7,58.5,2000.0,1.8,68.0,2200.0,11.0,58.5,79,80
1045,2200,8.0,1.0,58.0,1,0,10.0,0.0,0,0,1,0,0,0,0,5,3,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,8.0,29.5,30.0,1.0,15.0,16.0,10.0,23.5,25.0,6.0,21.5,23.0,8.0,71,123,571,1,0,3,1,3,21,1,1,12,0,0,1400.0,20.4,58.5,1600.0,14.8,65.0,2200.0,10.2,68.0,2100.0,7.1,58.0,15,16
1046,2200,8.0,5.0,58.0,2,5,10.0,25.0,0,1,2,1,1,0,1,3,5,0.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,11.0,8.0,17.0,17.0,5.0,32.0,32.0,3.0,36.5,36.5,3.0,23.5,23.5,7.0,36,91,495,0,0,2,2,3,17,0,2,5,0,3,2000.0,16.5,52.0,2100.0,13.8,58.5,1600.0,4.0,59.0,1600.0,0.7,58.5,0,1
1047,2200,1.0,4.0,57.0,1,0,17.0,0.0,0,0,0,1,0,0,0,1,5,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,32.5,1.0,21.0,21.0,4.0,11.5,11.5,14.0,16.0,16.0,13.0,11.5,11.5,12.0,7,23,101,0,2,5,3,3,14,4,9,30,1,5,2200.0,2.3,66.5,1600.0,5.5,52.5,1400.0,17.6,57.5,1600.0,12.0,55.5,15,16
1048,2200,2.0,8.0,57.0,1,6,4.0,26.0,0,0,1,0,4,1,2,16,4,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,3.0,26.0,2.0,14.5,14.5,8.0,27.5,27.5,7.0,28.0,29.5,9.0,28.5,30.0,7.0,26,72,343,0,1,7,0,1,5,11,20,95,1,2,2200.0,6.0,56.5,1950.0,13.9,57.0,1600.0,5.1,56.5,1800.0,5.7,58.0,98,99
1049,2200,3.0,9.0,57.0,1,6,3.0,18.0,0,1,4,1,5,1,0,14,6,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,22.5,3.0,10.0,10.0,9.0,31.5,31.5,3.0,12.0,12.0,11.0,19.5,19.5,11.0,31,80,568,10,14,86,36,61,336,21,41,251,0,4,1950.0,5.8,52.5,2000.0,17.0,57.0,2000.0,2.6,57.0,2000.0,13.0,53.0,15,16
1050,2200,5.0,7.0,56.5,2,1,11.0,6.0,0,0,0,1,0,0,0,3,5,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,29.0,5.0,24.5,24.5,7.0,12.5,12.5,13.0,34.0,34.0,7.0,24.0,24.0,9.0,41,86,506,0,0,2,0,2,21,0,0,6,0,1,2200.0,6.8,54.0,1600.0,8.3,56.5,1400.0,16.0,56.5,2200.0,3.2,68.5,62,63
1051,2200,2.0,4.0,56.0,2,3,7.0,11.0,0,0,1,0,0,0,2,13,5,0.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,3.0,37.5,2.0,14.5,14.5,4.0,27.5,27.5,4.0,28.0,28.0,6.0,33.0,33.0,4.0,91,204,987,11,17,87,44,91,435,26,31,170,3,13,2500.0,1.5,68.0,2800.0,12.5,68.0,2040.0,3.9,53.5,1600.0,6.3,56.0,17,18
1052,2200,9.0,0.0,55.5,2,4,8.0,15.0,0,0,2,1,4,1,2,10,5,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,12.5,9.0,20.5,20.5,13.0,17.5,17.5,11.0,33.5,33.5,3.0,26.5,26.5,6.0,29,52,254,0,1,10,7,23,138,1,2,19,0,0,1600.0,14.7,66.0,2100.0,11.4,57.0,1600.0,10.2,64.5,2200.0,3.3,57.5,70,71
1053,2200,7.0,0.0,55.0,1,0,6.0,0.0,0,0,2,1,0,1,0,12,3,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,7.0,14.0,14.5,11.0,12.5,13.5,9.0,22.0,23.5,8.0,17.5,19.0,4.0,18,41,366,0,0,26,3,18,92,1,5,69,0,6,2200.0,8.3,54.0,2200.0,12.2,51.5,2200.0,22.4,55.5,2200.0,8.3,53.5,59,60
1054,2200,7.0,0.0,54.0,1,4,4.0,15.0,0,0,2,1,1,0,0,7,8,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,12.5,7.0,22.0,22.0,12.0,21.5,21.5,8.0,25.0,25.0,12.0,26.0,26.0,5.0,5,18,214,0,0,1,0,0,0,1,0,4,0,0,2200.0,22.1,54.5,2100.0,9.6,55.0,2100.0,12.1,55.5,2000.0,15.0,54.0,59,60
1055,1400,6.0,9.0,60.0,2,4,12.0,24.0,0,0,0,1,1,0,1,4,5,1.0,0.0,5.0,0.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,2.0,24.5,6.0,28.5,28.5,9.0,30.0,30.0,10.0,37.0,37.0,1.0,32.0,32.5,3.0,29,52,254,1,2,7,3,8,43,3,2,14,0,0,1200.0,9.2,57.0,1550.0,6.9,57.5,1600.0,6.2,58.0,1400.0,0.2,59.0,9,10
1056,1400,0.0,4.0,60.0,2,1,18.0,9.0,1,0,1,2,1,0,0,2,4,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,23.0,10.0,33.0,33.0,4.0,26.0,26.0,10.0,15.0,17.5,13.0,34.5,38.0,1.0,42,84,369,0,1,5,1,3,11,1,2,16,0,0,1400.0,9.6,55.0,1200.0,3.1,55.0,1200.0,9.7,58.0,1300.0,15.0,55.0,94,95
1057,1400,3.0,5.0,59.5,3,8,9.0,24.0,2,4,10,0,0,2,4,18,4,1.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,35.0,3.0,30.5,30.5,5.0,31.5,31.5,4.0,22.0,22.0,5.0,28.0,28.5,6.0,0,2,28,27,63,272,34,86,288,59,156,771,0,5,1200.0,0.7,59.5,1200.0,3.8,59.5,1230.0,3.1,59.5,1400.0,9.4,60.0,25,26
1058,1400,1.0,4.0,57.0,1,1,33.0,33.0,0,0,0,1,0,0,0,0,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.5,1.0,31.0,31.0,4.0,32.5,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50,96,433,2,6,24,5,15,61,22,38,167,8,42,1400.0,3.5,56.5,1400.0,1.7,55.5,1200.0,0.2,56.5,0.0,0.0,0.0,8,9
1059,1400,2.0,6.0,56.5,1,5,11.0,56.0,0,0,0,1,3,1,2,4,4,0.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,34.5,2.0,27.0,27.5,6.0,30.5,31.0,13.0,34.5,36.5,1.0,29.0,31.0,2.0,31,80,568,3,3,29,3,4,22,4,14,76,0,17,1400.0,2.3,56.0,1400.0,8.0,58.5,1200.0,6.1,54.0,1400.0,2.0,57.5,4,5
1060,1400,8.0,8.0,56.5,1,2,10.0,20.0,0,1,1,0,1,1,1,8,4,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,8.0,24.0,24.0,8.0,24.5,25.5,8.0,29.0,30.5,7.0,27.5,29.0,10.0,36,91,495,27,63,272,34,86,288,59,156,771,4,41,1200.0,6.0,53.0,1200.0,6.9,53.5,1400.0,10.0,57.0,1400.0,7.1,58.5,84,85
1061,1400,6.0,1.0,56.0,3,10,6.0,21.0,2,0,8,1,2,1,2,13,7,0.0,1.0,5.0,2.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,4.0,31.5,6.0,34.5,34.5,1.0,21.5,21.5,8.0,10.5,10.5,12.0,29.5,29.5,7.0,39,72,324,6,4,45,10,23,131,8,10,118,1,1,1400.0,3.4,56.5,1400.0,1.8,54.5,1200.0,7.0,52.0,2000.0,20.0,55.5,94,95
1062,1400,0.0,2.0,55.5,1,9,4.0,35.0,0,4,6,0,4,0,2,6,5,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,9.5,11.0,32.5,32.5,2.0,35.0,35.0,2.0,24.5,24.5,7.0,29.0,29.0,7.0,71,123,571,1,7,26,13,33,146,3,21,82,0,3,1400.0,19.8,53.5,1400.0,2.0,55.5,1400.0,1.8,57.5,1200.0,6.4,54.0,0,1
1063,1400,3.0,9.0,55.0,1,10,3.0,33.0,0,0,3,1,9,0,0,5,6,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,31.0,3.0,9.0,9.0,9.0,29.5,29.5,10.0,27.5,27.5,4.0,12.0,12.0,9.0,7,23,101,1,2,30,11,28,171,4,16,112,0,0,1400.0,0.4,51.0,1400.0,22.3,52.0,1200.0,4.3,55.5,1400.0,3.8,52.5,34,35
1064,1400,7.0,7.0,55.0,1,2,6.0,13.0,0,0,1,0,0,1,1,12,5,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,28.0,7.0,31.5,31.5,7.0,12.5,12.5,7.0,33.5,33.5,4.0,31.5,31.5,6.0,91,204,987,0,0,26,3,18,92,1,5,69,1,5,1300.0,5.8,55.5,1200.0,5.4,54.0,1215.0,17.8,56.0,1200.0,2.1,55.0,1,2
1065,1400,9.0,7.0,55.0,2,3,7.0,10.0,1,0,3,1,1,0,2,22,5,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,26.0,9.0,32.5,32.5,7.0,20.0,20.0,12.0,32.5,32.5,4.0,29.0,29.0,9.0,29,75,465,1,0,21,3,1,18,5,10,92,0,4,1400.0,5.7,53.5,1600.0,2.9,56.0,1600.0,12.0,57.0,1950.0,3.6,57.0,62,63
1066,2200,4.0,2.0,58.5,0,4,0.0,20.0,0,0,2,0,4,0,3,14,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,29.5,4.0,31.0,31.5,2.0,25.5,26.0,5.0,22.5,23.0,6.0,18.5,19.5,5.0,45,89,481,0,1,27,3,17,86,1,5,60,0,5,2100.0,1.5,58.5,2000.0,0.2,58.5,2100.0,3.9,58.5,2100.0,6.1,58.5,17,18
1067,2200,3.0,7.0,58.5,0,2,0.0,22.0,0,0,0,0,1,0,2,6,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,30.0,3.0,24.0,24.5,7.0,21.5,22.0,4.0,25.5,26.5,6.0,38.5,44.5,4.0,33,91,291,34,57,306,128,180,864,104,170,851,11,81,2100.0,0.6,58.5,2200.0,5.5,58.5,1600.0,7.7,58.5,1400.0,4.6,58.5,84,85
1068,2200,5.0,3.0,58.5,0,1,0.0,17.0,0,0,0,0,1,0,1,3,5,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,28.5,5.0,26.5,26.5,3.0,18.5,18.5,6.0,6.5,7.0,7.0,6.5,7.0,8.0,0,0,0,0,1,4,2,5,24,3,3,27,0,0,2100.0,3.0,58.5,2200.0,2.6,56.5,1600.0,9.6,58.5,2100.0,17.8,54.5,15,16
1069,2200,0.0,0.0,58.5,0,2,0.0,29.0,0,0,0,0,0,0,2,6,4,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,15.0,12.0,12.5,12.0,23.0,23.5,5.0,29.0,32.5,4.0,26.0,29.5,6.0,37,34,202,3,2,28,14,18,107,7,12,90,3,7,1600.0,7.7,58.5,1600.0,13.7,58.5,1600.0,7.1,58.5,1600.0,1.8,58.0,70,71
1070,2200,0.0,0.0,58.5,0,1,0.0,11.0,0,0,0,0,1,0,1,8,4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,9.5,11.0,9.5,12.5,12.0,23.5,26.5,4.0,29.5,32.5,3.0,21.0,24.0,9.0,50,69,395,14,21,84,56,78,338,28,53,219,2,6,1400.0,20.5,58.5,2200.0,23.9,58.5,2200.0,6.1,58.5,2200.0,1.5,58.0,70,71
1071,2200,7.0,7.0,58.5,0,0,0.0,0.0,0,0,1,0,0,0,0,7,5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,14.5,7.0,15.0,15.0,7.0,23.5,23.5,7.0,23.5,23.5,7.0,9.5,10.0,6.0,14,37,336,0,0,1,0,0,9,0,0,12,0,0,2200.0,11.7,54.0,2000.0,10.3,56.5,2400.0,5.3,53.5,1600.0,5.3,68.5,15,16
1072,2200,8.0,0.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,6,5,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,9.5,8.0,11.0,11.0,10.0,7.0,7.0,10.0,7.5,8.5,12.0,11.5,12.5,10.0,75,112,602,1,1,8,0,1,5,1,2,12,0,0,1600.0,14.8,57.5,1800.0,12.5,51.5,1300.0,16.2,54.5,1600.0,23.4,56.5,59,60
1073,2200,7.0,0.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,2,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,7.0,20.5,20.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,8,41,8,19,109,21,39,225,0,0,1600.0,4.1,56.5,1400.0,7.9,58.5,0.0,0.0,0.0,0.0,0.0,0.0,6,7
1074,2200,2.0,0.0,57.0,0,1,0.0,20.0,0,0,0,0,1,0,1,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,30.5,2.0,14.0,14.5,12.0,10.5,11.0,14.0,18.0,19.0,6.0,13.0,14.0,7.0,75,92,346,4,9,48,12,26,89,8,16,120,2,6,2100.0,0.2,57.0,2200.0,11.5,56.0,1800.0,21.2,56.0,1600.0,8.9,56.0,59,60
1075,2200,0.0,0.0,56.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,10.0,9.5,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,197,999,1,1,8,0,1,5,1,2,12,0,0,1600.0,15.9,56.5,1200.0,30.5,53.5,0.0,0.0,0.0,0.0,0.0,0.0,89,90
