,Distance,Last Finish pos,Last-1 Finish pos,Weight,Wins,Places,win%,Place%,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Good Wins,Good Places,Good Starts, age,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,Last Base Rating,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Finish Pos,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Cluster,Horse Rating
0,2200,5.0,0.0,60.0,4,4,13.0,13.0,0,0,1,2,2,0,1,14,7,0.0,0.0,6.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,35.0,5.0,23.5,23.5,14.0,30.0,30.0,8.0,8.5,8.5,10.0,38.0,38.0,2.0,14,37,210,17,36,167,91,175,760,52,127,549,14,89,1950.0,2.2,54.0,1600.0,11.0,58.0,2200.0,9.6,53.0,2000.0,29.0,57.0,94,95
1,2200,2.0,8.0,59.0,1,4,14.0,57.0,0,1,1,0,1,1,3,6,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29.5,2.0,34.5,35.0,8.0,35.5,36.0,2.0,30.0,30.5,8.0,32.5,33.5,1.0,52,95,417,51,95,349,166,229,883,132,214,833,23,128,2200.0,4.5,58.0,2000.0,5.1,56.5,1600.0,0.3,57.5,1600.0,4.8,58.5,58,59
2,2200,6.0,5.0,59.0,2,2,10.0,10.0,0,0,1,2,1,0,0,5,8,0.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,3.0,26.5,6.0,19.0,19.0,5.0,36.0,36.0,4.0,34.5,34.5,2.0,31.0,31.0,1.0,30,49,240,0,0,4,0,0,2,0,1,5,0,0,1950.0,6.7,69.5,3100.0,8.0,68.0,2100.0,1.0,56.0,2000.0,0.8,58.5,98,99
3,2200,8.0,0.0,58.5,2,3,11.0,16.0,2,1,6,1,1,0,1,7,6,0.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,18.5,8.0,25.5,25.5,10.0,10.0,10.0,11.0,10.0,10.0,15.0,23.0,23.5,8.0,11,18,120,0,0,2,3,4,18,0,0,4,0,0,1400.0,11.3,56.0,1580.0,6.2,56.5,2100.0,34.0,57.0,1600.0,25.0,57.5,59,60
4,2200,3.0,5.0,58.5,1,3,6.0,19.0,0,1,1,0,1,1,2,15,6,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,24.0,3.0,30.5,30.5,5.0,28.5,28.5,6.0,31.5,31.5,4.0,28.0,28.0,12.0,16,32,140,2,3,18,2,3,19,5,11,61,0,1,2200.0,6.0,55.5,1600.0,2.5,57.0,1600.0,4.3,56.0,1400.0,1.3,56.0,79,80
5,2200,8.0,9.0,58.0,2,3,18.0,27.0,0,0,0,1,0,1,2,9,4,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,30.0,8.0,33.0,33.0,9.0,31.5,33.0,7.0,37.0,38.5,1.0,32.5,34.5,2.0,59,128,644,2,8,24,15,30,99,12,23,94,0,4,1600.0,6.5,55.5,1600.0,4.3,55.0,2000.0,5.8,55.5,2000.0,2.5,57.0,17,18
6,2200,6.0,2.0,58.0,4,14,11.0,37.0,0,0,0,4,10,4,10,27,6,0.0,0.0,4.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,3.0,24.0,6.0,30.5,30.5,2.0,32.0,32.0,2.0,31.5,31.5,3.0,32.5,32.5,3.0,0,0,0,17,36,167,91,175,760,52,127,549,0,0,2200.0,7.3,67.0,1950.0,3.8,56.0,1950.0,2.0,56.0,2050.0,2.4,56.0,98,99
7,2200,2.0,1.0,57.5,1,4,8.0,31.0,1,0,1,0,3,0,4,11,3,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,39.5,2.0,29.5,30.0,1.0,15.0,15.5,11.0,28.5,29.0,3.0,26.0,26.5,3.0,0,0,0,4,7,28,11,24,74,11,15,92,0,0,2400.0,0.2,54.0,1950.0,0.2,66.0,2100.0,13.0,54.0,2100.0,0.5,54.5,79,80
8,2200,0.0,2.0,57.5,3,15,7.0,33.0,2,0,6,1,8,1,10,29,9,0.0,1.0,6.0,0.0,3.0,6.0,0.0,2.0,6.0,0.0,2.0,5.0,9.5,10.0,31.0,31.0,2.0,31.5,31.5,1.0,25.0,25.0,3.0,10.0,10.0,9.0,0,0,6,0,3,4,0,3,3,0,5,8,0,0,3000.0,19.5,65.0,3100.0,5.5,66.5,3100.0,1.3,68.0,3100.0,4.3,68.0,47,48
9,2200,7.0,6.0,56.5,1,5,4.0,19.0,0,1,5,1,5,1,1,12,5,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,33.5,7.0,22.0,22.0,6.0,30.5,30.5,6.0,16.5,16.5,14.0,30.5,30.5,8.0,8,17,197,0,3,8,0,1,6,0,3,26,0,0,2200.0,2.7,54.0,2200.0,17.4,53.0,2100.0,4.3,57.0,1600.0,17.0,54.0,15,16
10,2200,7.0,7.0,56.0,2,2,11.0,11.0,0,0,0,1,1,1,1,15,4,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,20.0,7.0,29.0,29.0,7.0,28.5,29.0,4.0,36.5,37.0,2.0,25.0,25.5,10.0,35,76,468,2,2,21,9,36,120,14,21,96,10,55,2100.0,11.6,56.5,2200.0,6.9,54.0,2100.0,7.6,57.5,2100.0,1.3,58.5,15,16
11,2200,5.0,5.0,56.0,1,2,7.0,13.0,0,0,0,0,0,1,2,12,4,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,21.5,5.0,34.0,34.5,5.0,22.5,23.0,6.0,29.5,30.5,5.0,28.5,30.5,1.0,73,130,588,11,21,93,21,39,173,28,62,268,6,32,2200.0,7.3,52.5,1600.0,2.4,58.0,1500.0,9.2,56.5,1400.0,2.1,52.5,17,18
12,2200,0.0,4.0,55.5,1,2,5.0,10.0,0,0,0,0,0,1,0,14,5,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,27.0,10.0,30.0,30.0,4.0,28.0,28.0,9.0,30.0,30.0,8.0,22.5,22.5,6.0,10,22,137,0,0,7,1,1,11,0,1,15,0,0,1600.0,6.8,56.5,2100.0,3.0,53.0,1600.0,5.4,55.5,1600.0,3.9,55.5,15,16
13,2200,8.0,7.0,55.0,1,2,3.0,5.0,0,0,0,1,1,1,1,17,7,0.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,5.0,14.5,8.0,11.5,11.5,7.0,22.5,22.5,9.0,10.0,10.0,10.0,12.0,12.0,12.0,14,20,170,0,0,7,0,1,19,2,0,30,0,0,2100.0,14.0,55.0,2400.0,39.6,55.0,2100.0,10.0,55.5,1500.0,16.0,53.0,10,11
14,1560,4.0,8.0,61.0,6,6,22.0,22.0,0,0,0,3,2,2,3,16,5,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,40.5,4.0,30.0,30.0,8.0,43.5,43.5,1.0,37.5,37.5,12.0,34.5,35.5,6.0,14,37,210,17,36,167,91,175,760,52,127,549,14,89,1400.0,2.1,62.0,1600.0,9.8,58.5,1600.0,0.5,59.0,1600.0,4.1,62.0,67,68
15,1560,0.0,0.0,60.0,6,6,17.0,17.0,0,0,0,2,1,5,5,31,8,1.0,2.0,7.0,0.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,4.0,22.5,13.0,37.5,37.5,11.0,41.0,41.0,1.0,37.0,37.0,8.0,11.0,11.0,9.0,31,67,429,11,14,94,31,56,266,31,52,313,4,17,2400.0,18.0,52.0,2400.0,7.9,53.5,2200.0,1.8,55.5,1550.0,4.9,59.0,0,1
16,1560,2.0,6.0,59.5,8,14,15.0,27.0,1,0,1,7,7,8,9,37,7,0.0,1.0,5.0,1.0,3.0,5.0,0.0,1.0,5.0,1.0,0.0,4.0,44.5,2.0,38.0,38.0,6.0,42.0,42.0,4.0,39.0,39.0,9.0,40.0,40.0,5.0,10,22,137,2,2,25,21,37,173,9,8,68,3,19,1600.0,1.3,59.0,1600.0,5.2,60.0,1500.0,2.6,60.0,2200.0,5.4,53.0,24,25
17,1560,3.0,6.0,59.0,9,19,15.0,32.0,0,3,8,4,8,4,13,34,6,1.0,2.0,5.0,0.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,30.5,3.0,44.0,44.0,6.0,44.0,44.0,1.0,40.0,40.0,5.0,44.0,44.0,2.0,59,128,644,26,63,252,31,74,241,59,152,750,24,219,1400.0,10.1,59.0,2000.0,2.5,57.0,1300.0,0.5,58.5,1400.0,4.8,54.0,68,69
18,1560,0.0,3.0,56.5,3,6,20.0,40.0,0,1,1,3,4,0,4,7,4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,32.0,10.0,44.5,46.5,3.0,50.0,52.0,3.0,36.5,39.0,5.0,41.5,44.0,1.0,52,95,417,51,95,349,166,229,883,132,214,833,23,128,1600.0,10.3,57.0,2200.0,0.6,56.5,2000.0,0.3,53.0,1600.0,4.2,54.0,68,69
19,1560,3.0,1.0,56.5,7,7,17.0,17.0,0,0,1,6,6,7,4,30,6,0.0,1.0,5.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,4.0,41.0,3.0,45.0,45.0,1.0,43.0,43.0,3.0,41.5,41.5,1.0,38.0,38.0,8.0,50,98,582,6,15,75,37,57,318,25,58,312,10,116,1600.0,2.2,56.5,1600.0,0.2,59.0,1600.0,0.5,59.0,1600.0,0.8,60.0,20,21
20,1560,8.0,1.0,56.5,6,3,19.0,9.0,0,0,0,5,1,4,1,26,6,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,35.0,8.0,42.5,42.5,1.0,40.5,40.5,1.0,35.5,35.5,9.0,40.5,40.5,7.0,32,91,465,1,2,10,7,12,81,3,3,28,0,6,1600.0,5.4,54.0,2100.0,0.4,56.5,1600.0,0.5,54.5,1600.0,5.6,58.0,67,68
21,1560,3.0,8.0,56.5,4,3,24.0,18.0,0,0,0,4,3,0,1,6,4,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,41.5,3.0,35.5,36.0,8.0,45.0,45.5,7.0,35.5,36.5,6.0,40.0,41.0,5.0,14,20,170,2,2,12,3,16,67,8,8,54,8,21,1600.0,2.8,56.5,3200.0,15.1,55.0,2000.0,3.9,53.0,2100.0,8.9,57.5,79,80
22,1560,2.0,6.0,56.0,3,6,19.0,38.0,1,1,3,0,0,2,4,13,4,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,35.0,2.0,40.5,40.5,6.0,46.0,47.0,2.0,45.5,46.5,2.0,41.5,43.0,5.0,17,41,367,2,2,9,5,3,29,2,7,19,2,19,1400.0,6.8,55.5,1200.0,4.5,56.0,1400.0,1.3,56.5,1400.0,0.1,54.5,9,10
23,1560,0.0,0.0,56.0,8,15,16.0,30.0,0,0,2,2,2,3,6,22,6,1.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,4.0,28.5,10.0,31.5,31.5,11.0,48.0,48.0,3.0,25.0,25.0,8.0,47.5,47.5,3.0,16,32,140,4,6,20,10,25,106,6,8,36,0,0,2000.0,13.0,54.0,2000.0,8.1,54.0,2200.0,1.2,54.5,2040.0,18.0,54.0,0,1
24,1560,0.0,4.0,55.5,5,4,23.0,18.0,0,0,0,4,3,1,2,8,6,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,33.0,10.0,41.0,41.0,4.0,45.5,45.5,3.0,43.5,43.5,1.0,35.5,35.5,7.0,34,80,578,11,14,94,31,56,266,31,52,313,0,5,1400.0,8.2,55.0,1600.0,3.0,58.5,1600.0,0.3,58.5,1600.0,0.1,56.5,13,14
25,1560,5.0,0.0,55.0,4,9,18.0,41.0,1,3,4,1,1,4,5,16,4,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,35.0,5.0,24.5,24.5,12.0,43.0,43.5,5.0,39.5,40.0,9.0,44.0,45.0,3.0,30,49,240,51,95,349,166,229,883,132,214,833,6,33,1600.0,6.6,53.0,1400.0,14.1,55.0,1300.0,2.2,57.0,1200.0,5.5,56.0,5,6
26,1560,8.0,8.0,54.0,3,5,17.0,28.0,0,1,1,0,0,2,3,14,5,0.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,39.0,8.0,39.5,39.5,8.0,34.0,34.0,6.0,41.0,41.0,3.0,43.5,43.5,3.0,35,76,468,6,15,75,37,57,318,25,58,312,0,5,1400.0,4.3,54.0,1200.0,5.3,54.5,1400.0,9.5,55.0,1400.0,3.5,55.0,32,33
27,1560,6.0,5.0,55.0,3,1,50.0,17.0,1,0,1,1,1,1,1,4,4,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,40.0,6.0,42.5,43.0,5.0,47.0,48.0,1.0,44.0,45.5,3.0,43.5,45.0,1.0,106,216,1036,11,21,93,21,39,173,28,62,268,5,15,1600.0,4.8,55.5,1500.0,2.9,55.5,1600.0,1.5,58.5,1500.0,1.5,58.0,52,53
28,1560,3.0,5.0,58.5,7,13,16.0,29.0,1,1,3,2,6,4,10,31,6,1.0,2.0,6.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,46.5,3.0,34.0,34.0,5.0,40.0,40.0,3.0,33.5,33.5,5.0,36.5,36.5,5.0,0,0,0,10,11,79,36,62,337,21,37,244,0,0,1600.0,1.4,53.0,1600.0,3.9,54.0,1600.0,1.4,55.0,1600.0,4.4,53.0,36,37
29,1215,1.0,1.0,60.0,2,1,40.0,20.0,0,0,0,0,1,1,1,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0,1.0,33.0,33.0,1.0,24.5,25.0,9.0,30.5,31.0,2.0,12.0,13.5,11.0,0,0,0,2,5,31,6,13,82,17,33,204,0,0,1000.0,0.3,60.0,1000.0,1.5,58.0,1200.0,5.8,58.0,1200.0,1.8,58.0,46,47
30,1215,5.0,0.0,60.0,2,5,13.0,33.0,0,0,0,2,4,1,3,8,4,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,32.5,5.0,18.5,22.5,12.0,39.5,43.5,5.0,28.5,32.5,6.0,34.0,38.5,2.0,28,75,334,2,7,26,15,31,130,29,42,179,0,1,1200.0,2.9,60.0,1600.0,17.0,57.0,1350.0,0.4,59.0,1400.0,7.6,57.0,70,71
31,1215,1.0,7.0,59.0,1,0,33.0,0.0,0,0,0,1,0,1,0,2,3,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,26.5,31.0,7.0,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,2,3,33,3,5,23,0,0,1200.0,0.8,58.0,1400.0,4.2,56.0,1200.0,19.0,57.5,0.0,0.0,0.0,8,9
32,1215,1.0,4.0,59.0,1,1,20.0,20.0,0,1,1,0,0,0,0,1,5,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,33.0,1.0,31.0,32.0,4.0,31.0,32.0,3.0,24.0,25.5,6.0,28.0,32.0,5.0,23,41,201,2,4,28,13,16,93,4,12,81,1,5,1580.0,2.8,58.5,1400.0,0.3,56.5,1400.0,0.3,56.5,1200.0,6.4,58.5,46,47
33,1215,7.0,2.0,58.5,1,11,4.0,48.0,0,0,0,1,10,0,4,11,5,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,25.0,7.0,31.0,31.0,2.0,30.0,30.0,8.0,35.0,35.0,2.0,28.5,28.5,6.0,0,1,11,1,4,8,8,32,117,1,7,22,0,0,1200.0,5.1,55.0,1200.0,0.8,55.0,1400.0,3.7,59.0,1200.0,0.4,58.5,4,5
34,1215,3.0,5.0,57.5,1,7,8.0,58.0,0,0,0,0,1,0,4,5,4,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,34.0,3.0,34.0,35.5,5.0,33.0,35.0,3.0,36.5,38.5,2.0,35.5,38.0,3.0,75,185,783,0,2,5,13,17,67,4,6,16,0,0,1200.0,4.1,58.0,1600.0,2.5,58.0,1400.0,3.0,57.5,1600.0,0.2,57.0,16,17
35,1215,6.0,4.0,57.5,3,3,16.0,16.0,1,2,7,3,3,0,1,3,7,2.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,23.5,6.0,33.5,33.5,4.0,35.5,35.5,2.0,26.5,26.5,8.0,33.5,33.5,4.0,0,0,0,4,6,37,24,35,207,12,21,144,0,0,1215.0,10.0,58.0,1200.0,1.7,55.5,1100.0,0.5,51.5,1200.0,5.8,54.5,66,67
36,1215,7.0,3.0,57.0,2,6,10.0,29.0,1,3,6,0,3,0,1,3,5,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,28.0,7.0,29.5,29.5,3.0,16.5,16.5,8.0,35.5,36.0,2.0,30.5,31.0,5.0,34,80,578,2,4,18,12,29,138,7,17,83,2,12,1400.0,7.1,59.5,1200.0,4.8,57.5,1400.0,9.4,54.0,1400.0,0.8,57.5,25,26
37,1215,7.0,1.0,57.0,1,2,14.0,29.0,0,1,1,1,2,1,1,6,3,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,37.5,7.0,32.5,34.5,1.0,32.0,34.0,2.0,23.5,28.5,5.0,25.5,30.5,9.0,16,32,140,18,41,152,83,142,564,58,108,451,5,26,1200.0,3.0,55.5,1200.0,0.4,55.5,1100.0,1.5,55.0,1150.0,5.2,55.5,4,5
38,1215,3.0,1.0,56.5,1,5,8.0,38.0,0,2,3,1,1,1,4,11,4,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,32.0,3.0,31.0,32.0,1.0,30.0,31.5,2.0,27.5,29.0,7.0,28.0,29.5,3.0,50,98,582,14,17,76,52,67,324,25,51,230,1,8,1200.0,2.9,56.5,1200.0,1.3,56.5,1400.0,2.3,56.5,1400.0,2.9,56.5,51,52
39,1215,3.0,0.0,56.5,1,2,17.0,33.0,1,1,3,1,2,1,1,4,4,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,3.0,12.5,13.0,12.0,38.5,39.5,2.0,31.0,32.5,1.0,11.0,15.5,13.0,31,67,429,6,4,24,9,12,42,14,9,59,1,7,1215.0,4.6,54.5,1200.0,16.0,55.0,1200.0,1.3,59.0,1215.0,0.3,53.5,70,71
40,1215,3.0,8.0,56.5,1,3,17.0,50.0,0,0,0,1,3,1,2,5,4,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,32.5,3.0,19.0,20.5,8.0,34.0,35.5,1.0,21.0,23.0,7.0,29.5,35.5,2.0,30,49,240,11,14,94,31,56,266,31,52,313,1,33,1200.0,3.8,56.5,1400.0,13.0,57.0,1200.0,0.1,56.5,1200.0,9.5,56.5,92,93
41,1215,0.0,1.0,56.5,1,2,20.0,40.0,1,0,1,1,2,0,1,3,4,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,28.5,11.0,34.0,34.0,1.0,33.0,35.0,2.0,24.0,26.0,6.0,35.0,37.5,3.0,106,216,1036,2,2,14,3,2,26,2,6,31,0,1,1200.0,6.4,56.0,1230.0,0.5,56.5,1150.0,1.8,57.5,1300.0,8.4,57.5,21,22
42,1215,4.0,1.0,56.5,1,4,13.0,50.0,0,0,1,0,2,0,3,6,4,1.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,35.0,4.0,33.5,36.0,1.0,24.5,28.0,8.0,32.5,36.5,2.0,31.5,35.5,2.0,73,130,588,1,2,22,1,2,15,31,56,273,15,74,1400.0,1.7,56.5,1400.0,0.1,56.5,1600.0,7.7,55.0,1600.0,1.0,56.5,51,52
43,1215,2.0,4.0,56.0,1,3,7.0,20.0,0,0,1,1,3,1,3,12,4,0.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,35.5,2.0,32.5,33.0,4.0,25.0,26.0,8.0,27.5,28.5,10.0,34.0,35.5,1.0,32,91,465,0,2,14,10,21,122,2,8,46,0,5,1200.0,1.8,56.0,1200.0,2.1,55.5,1400.0,7.4,56.0,1200.0,6.1,56.5,95,96
44,1215,6.0,2.0,58.0,5,8,11.0,18.0,1,1,4,2,6,2,6,26,6,2.0,1.0,5.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,30.5,6.0,37.0,37.0,2.0,23.5,23.5,11.0,32.5,32.5,3.0,26.0,26.0,9.0,0,0,0,26,63,252,31,74,241,59,152,750,0,0,1400.0,5.3,58.0,1400.0,0.4,58.0,1400.0,9.1,57.5,1300.0,2.8,57.5,35,36
45,1215,4.0,3.0,56.0,2,1,22.0,11.0,1,0,4,2,1,0,0,0,5,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,28.5,4.0,32.5,33.0,3.0,14.0,15.0,14.0,28.0,32.0,10.0,26.0,30.5,5.0,0,0,0,10,11,79,36,62,337,21,37,244,0,0,1230.0,4.9,54.0,1200.0,2.2,54.0,1215.0,20.0,57.0,1200.0,7.6,57.5,62,63
46,1215,0.0,7.0,56.0,1,1,11.0,11.0,0,0,0,1,1,1,1,7,4,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,25.5,10.0,24.5,26.5,7.0,35.0,37.0,6.0,35.5,37.5,4.0,35.5,38.0,3.0,0,0,0,18,41,152,83,142,564,58,108,451,0,0,1200.0,6.3,53.0,1200.0,8.9,56.5,1200.0,2.0,56.5,1400.0,1.5,56.5,13,14
47,1215,0.0,9.0,57.5,1,2,11.0,22.0,0,0,0,1,2,1,2,9,4,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,17.5,15.0,36.0,36.5,9.0,34.5,35.0,1.0,30.0,31.5,4.0,27.0,28.5,4.0,0,0,0,6,15,75,37,57,318,25,58,312,0,0,1400.0,13.6,58.0,1400.0,1.7,58.5,1200.0,1.8,58.5,1200.0,2.9,58.5,13,14
48,1215,4.0,9.0,55.5,1,6,6.0,35.0,1,0,2,1,6,0,4,9,5,0.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,31.5,4.0,23.5,23.5,9.0,33.5,33.5,2.0,26.0,26.0,6.0,33.0,33.0,11.0,0,0,0,31,53,256,125,159,756,97,161,721,0,0,1200.0,3.3,55.5,1400.0,6.7,53.0,1300.0,1.5,55.5,1400.0,7.4,56.0,95,96
49,1400,2.0,1.0,57.5,1,6,9.0,55.0,0,0,1,0,3,1,4,8,3,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,38.0,2.0,34.0,34.5,1.0,33.0,33.5,2.0,27.0,28.0,7.0,32.5,34.5,2.0,23,41,201,18,41,152,83,142,564,58,108,451,1,31,1600.0,0.1,58.0,1600.0,0.2,58.0,1400.0,0.8,58.0,1600.0,3.6,57.5,4,5
50,1400,1.0,9.0,57.5,1,0,20.0,0.0,0,0,1,0,0,1,0,3,3,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,1.0,22.0,23.5,9.0,25.5,27.5,10.0,18.5,23.5,14.0,21.0,26.5,12.0,52,95,417,51,95,349,166,229,883,132,214,833,23,128,1600.0,0.4,58.0,1600.0,8.3,58.0,1400.0,6.4,57.0,1400.0,9.8,56.0,58,59
51,1400,2.0,1.0,57.5,1,4,6.0,25.0,1,1,2,0,2,0,2,11,3,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,30.5,2.0,28.5,29.0,1.0,7.0,8.0,8.0,26.5,27.5,8.0,24.5,26.0,11.0,5,7,39,26,63,252,31,74,241,59,152,750,4,22,1215.0,1.3,54.0,1230.0,0.3,54.0,1900.0,14.0,54.0,1400.0,3.7,58.0,46,47
52,1400,6.0,1.0,57.5,1,0,25.0,0.0,1,0,3,1,0,0,0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,22.5,6.0,31.5,32.0,1.0,25.0,25.5,6.0,16.5,18.0,7.0,0.0,0.0,0.0,50,98,582,6,4,28,10,12,85,7,5,39,0,1,1560.0,10.1,53.5,1400.0,5.3,54.0,1400.0,5.0,55.0,1200.0,12.0,55.5,46,47
53,1400,4.0,1.0,55.5,1,1,33.0,33.0,0,0,0,0,1,0,1,2,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.5,4.0,36.5,37.0,1.0,32.5,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59,128,644,14,17,76,52,67,324,25,51,230,0,1,1600.0,4.3,55.5,1600.0,0.8,57.0,1400.0,2.8,57.0,0.0,0.0,0.0,18,19
54,1400,0.0,1.0,55.5,1,1,20.0,20.0,1,0,1,1,0,1,1,5,3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,26.0,10.0,34.0,36.0,1.0,26.0,29.5,6.0,29.0,33.0,5.0,31.5,36.0,2.0,16,32,140,8,7,46,13,33,157,12,24,116,1,1,1200.0,8.8,56.5,1400.0,0.1,56.5,1400.0,5.5,56.0,1200.0,2.8,55.5,13,14
55,1400,6.0,1.0,55.5,1,3,13.0,38.0,1,1,3,1,1,0,2,5,3,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,34.5,6.0,33.0,33.5,1.0,30.5,31.0,3.0,24.0,28.0,11.0,31.5,36.0,2.0,30,49,240,31,53,256,125,159,756,97,161,721,8,31,1600.0,6.3,55.5,1400.0,2.3,55.5,1215.0,1.8,55.5,1400.0,6.0,55.5,50,51
