Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Timeform Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Concensus Panel,Concensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Pos,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Pos,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Pos,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Pos,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Date.1,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253
A PARK,7,ANIMAL HEALTH SERVICES MAIDEN,1400,"10,000",FM-MDN,Claim,01.29 pm,26/06/2019,8,'70x0,0.0,0.0,7.0,,HIGH PRIORITY,,57.5,,,,4,0,0,0.0,0.0,,,,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,9,9,7,7,5,10,,,R P LIEFTING,3,F,S. M. Mc Kay,,M6,M7,0.48,0.95,1.03,A,D,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,07/04/2019,20.0,21.0,,,,,,,10.0,23/06/19,21.0,07/04/19,15.0,12/09/18,20.5,22/03/19,15.0,12/09/18,,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,23/06/2019,12.0,20.0,21.0,07/04/2019,11.0,19.5,20.5,22/03/2019,7.0,9.5,15.0,12/09/2018,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,41,256,33,80,582,0,0,2,0,2,10,8,22,97,3,8,56,0,1,2,1400.0,22.9,56.5,1600.0,7.2,56.0,1400.0,6.9,55.5,1200.0,18.0,55.5,TE A,3Y+MSW,PUK ,3Y+MSW,AVD ,3Y-MSW,MAT ,3Y-MDN,EKRAAR (USA),HIGH CALIBRE (NZ),HIGH CHAPARRAL (IRE),PUKEKOHE PARK,,,11NZ,13NZ,8NZ,12NZ,Scratched,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,
A PARK,7,ANIMAL HEALTH SERVICES MAIDEN,1400,"10,000",FM-MDN,Claim,01.29 pm,26/06/2019,9,'8x0x,0.0,8.0,,,JUST KATE,2.0,57.5,12.0,76.0,77.0,6,0,0,0.0,0.0,eq,+ 1.5,eq,0,65,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,6,7,6,0,9,9,,,MS S BARR,5,M,T. D. Thornton,,G3,M5,0.53,0.66,0.95,B,na,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22/04/2019,9.5,9.5,01/08/2018,19.0,19.0,13/04/2018,13.0,14.0,,,9.5,22/04/19,19.0,01/08/18,9.5,22/04/19,19.0,01/08/18,,0.0,0.0,3.0,0.0,0.0,3.0,9.5,9.5,22/04/2019,10.0,18.0,18.0,22/08/2018,8.0,19.0,19.0,01/08/2018,7.0,13.5,14.5,02/05/2018,10.0,13.0,14.0,13/04/2018,10.0,24.0,26.5,29/11/2017,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11,28,147,32,88,479,0,0,1,0,0,4,0,0,23,0,0,6,0,0,0,1400.0,37.3,56.5,1000.0,10.0,56.5,1200.0,10.0,57.5,1200.0,12.0,56.5,ARP ,3Y+MSW,TAUP,3Y+MSW,TAUR,FM-MSW,MAT ,MAIDEN,CIVICS,FLAMENCO SHOW (NZ),PRINCE FERDINAND (GB),PAENGAROA,9.5,22/04/19,12NZ,8NZ,8NZ,11NZ,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,57.5,57.5,,,
A PARK,7,ANIMAL HEALTH SERVICES MAIDEN,1400,"10,000",FM-MDN,Claim,01.29 pm,26/06/2019,10,' 090,0.0,9.0,0.0,,LITTLEMISSPUNKY,7.0,57.5,21.0,69.0,78.0,3,0,0,0.0,0.0,eq,+ 1.5,dn,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,6,8,5,7,0,,,P & J BROSNAN,4,M,R. L. Smyth,,S12,B12,0.39,0.77,1.00,B,D,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,18.5,26/05/19,,,,,18.5,26/05/19,8.5,06/06/19,,0.0,0.0,0.0,0.0,0.0,3.0,8.5,8.5,06/06/2019,10.0,18.0,18.5,26/05/2019,9.0,10.5,11.0,08/05/2019,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,44,18,16,183,0,0,0,5,3,49,9,23,126,6,11,127,0,0,2,1600.0,27.5,54.5,1400.0,7.5,54.5,1200.0,14.6,57.5,,,,NWPL,3Y+MSW,HWR ,3Y+MSW,MAT ,FM-MSW,,,ZED (NZ),PENTICTON (NZ),PENTIRE (GB),MATAMATA,,,10NZ,12NZ,14NZ,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,
A PARK,7,ANIMAL HEALTH SERVICES MAIDEN,1400,"10,000",FM-MDN,Claim,01.29 pm,26/06/2019,11,',,,,,MEKELLE,,57.5,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,S B MARSH,3,F,,,na,na,na,na,na,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,33,54,273,129,166,792,94,171,770,0,0,0,,,,,,,,,,,,,,,,,,,,,MAKFI (GB),DAME CLAIRE (NZ),DANEHILL DANCER (IRE),CAMBRIDGE,,,,,,,Scratched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A PARK,7,ANIMAL HEALTH SERVICES MAIDEN,1400,"10,000",FM-MDN,Claim,01.29 pm,26/06/2019,12,',,,,,PIPSQUEAK ROSE,8.0,57.5,,0.0,0.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,M MORONEY & P GERARD,3,F,S. M. Mc Kay,,na,na,na,na,na,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,41,256,33,80,582,0,0,1,6,19,83,22,56,221,25,49,245,0,2,12,,,,,,,,,,,,,,,,,,,,,ALAMOSA (NZ),MINNALEO (NZ),BLACK MINNALOUSHE (USA),MATAMATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,1,'2x83,3.0,8.0,2.0,,DEEJAY MAC,,59.5,,,,20,1,10,5.0,50.0,,,,1475,6,0,3,4,1,4,9,0,1,2,0,0,0,0,1,9,1,4,6,0,5,5,3,3,2,1,2,2,,,R S MANNING,6,G,,,G3,F2,na,na,1.38,na,E,3.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,8.0,0.0,1.0,2.0,27/12/2017,29.0,29.0,17/03/2017,15.0,16.5,,,,32.5,20/06/19,35.0,07/07/18,29.5,19/02/17,35.0,07/07/18,35.0,07/07/18,2000,0.0,1.0,1.0,0.0,5.0,6.0,32.5,32.5,20/06/2019,3.0,29.5,29.5,26/05/2019,8.0,31.0,31.0,21/07/2018,2.0,35.0,35.0,07/07/2018,2.0,28.5,28.5,17/06/2018,3.0,31.0,31.0,23/05/2018,2.0,11.5,11.5,12/05/2018,3.0,31.0,31.0,02/05/2018,1.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,6,4,26,74,0,5,23,0,0,0,1600.0,2.3,59.5,1400.0,2.6,57.0,2000.0,4.3,55.0,2100.0,0.2,59.0,PUK ,BM-65,HWR ,BM-65,NWPL,BM-75,TE R,BM-65,DON EDUARDO (NZ),DANA ZEEL (NZ),DANASINGA,TAURANGA,30.0,17/01/18,10NZ,9NZ,2NZ,4NZ,Scratched,02/05/18,19,,,,,,,,,,,0.0,1.0,1.0,1.0,4.0,6.0,0.0,4.0,9.0,0.0,1.0,4.0,59.0,68.5,58.5,58.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,2,'90x0,0.0,0.0,9.0,,MAGNANIMOUS MAN,9.0,58.5,8.0,87.0,86.0,14,2,1,14.0,7.0,eq,+ 7.5,up,1540,28,1,1,2,0,1,4,0,1,1,0,0,0,0,0,5,0,0,2,2,1,7,5,5,4,8,14,5,,,S F RITCHIE,5,G,J. K. Riddell,,M7,M6,na,na,1.38,na,A,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,24/06/2018,20.0,20.5,17/03/2017,23.0,29.0,,,,24.5,29/05/19,36.5,28/07/18,36.5,09/07/17,36.5,31/03/17,36.5,28/07/18,2200 (2),1.0,0.0,1.0,0.0,0.0,6.0,24.5,24.5,29/05/2019,10.0,14.0,14.0,27/10/2018,17.0,27.5,27.5,23/09/2018,9.0,36.0,36.5,28/07/2018,1.0,10.0,10.5,11/07/2018,11.0,20.0,20.5,24/06/2018,7.0,27.5,28.0,09/06/2018,8.0,32.0,36.5,09/07/2017,1.0,,,,,,,,,,,,,,,,,,,21,38,181,50,92,424,0,0,3,13,17,74,53,68,323,24,49,225,5,3,22,1600.0,7.3,69.0,2200.0,16.0,59.5,2200.0,5.3,57.0,2200.0,2.3,57.5,TE R,BM-65,TRE ,BM-65,PUK ,BM-65,ARP ,BM-65,NOM DU JEU (NZ),RARIMA (NZ),GROSVENOR (NZ),CAMBRIDGE,36.5,28/07/18,12NZ,13NZ,7NZ,12NZ,,28/07/18,17,09/07/17,25,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,58.0,69.5,57.5,68.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,3,'76x0,0.0,6.0,7.0,,MAGIC CANNON,1.0,58.0,12.0,81.0,81.0,25,1,7,4.0,28.0,eq,+ 7.5,up,803,28,0,1,2,0,4,11,0,1,1,0,0,0,0,0,2,0,0,5,1,7,18,7,6,3,12,3,7,2.0,6.0,M H BROSNAN,6,G,T. D. Thornton,,G2,O3,na,na,1.38,na,C,2.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,11.0,0.0,1.0,2.0,23/05/2018,20.5,20.5,31/05/2017,31.0,32.0,,,,9.0,29/05/19,34.5,29/08/18,32.0,31/05/17,34.5,29/08/18,34.5,29/08/18,2200,0.0,0.0,0.0,0.0,1.0,7.0,9.0,9.0,29/05/2019,14.0,19.0,19.0,30/09/2018,6.0,15.0,15.0,16/09/2018,7.0,34.5,34.5,29/08/2018,2.0,11.5,11.5,18/08/2018,4.0,9.0,9.0,01/08/2018,8.0,25.0,25.0,25/07/2018,4.0,30.0,30.0,06/07/2018,1.0,,,,,,,,,,,,,,,,,,,11,28,147,32,88,479,0,1,3,2,4,22,12,29,138,6,16,83,0,1,2,1600.0,19.7,69.0,3100.0,8.2,68.0,3000.0,11.0,68.0,2000.0,0.1,54.5,TE R,BM-65,TE A,M-HDLE,ARP ,M-HDLE,MAT ,BM-72,NOM DU JEU (NZ),HEATHER'S MAGIC (NZ),MAGIC OF SYDNEY,MATAMATA,30.5,17/09/17,14NZ,5NZ,3NZ,7NZ,,06/07/18,21,,,,,,,,,,,0.0,2.0,4.0,0.0,2.0,5.0,1.0,2.0,10.0,0.0,1.0,6.0,58.0,58.5,56.5,68.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,4,'79x7,7.0,9.0,7.0,,BLANCO BAY,10.0,57.0,4.5,96.0,97.0,21,1,5,5.0,24.0,eq,- 4.5,up,781,11,0,0,0,1,2,7,0,0,0,0,0,0,1,2,16,0,1,1,0,2,4,2,2,6,4,5,8,3.0,6.0,K RAE & K WILLIAMS-TUHORO,4,G,S. T. Collett,,G3,M6,0.75,1.14,1.38,na,na,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,14/11/2018,26.0,28.5,08/04/2018,32.0,37.5,04/10/2017,23.5,33.0,27.5,15/06/19,34.5,01/01/19,37.5,08/04/18,34.5,01/01/19,35.5,04/05/18,1975,0.0,0.0,0.0,0.0,0.0,3.0,27.5,27.5,15/06/2019,7.0,28.0,29.5,26/01/2019,9.0,28.5,30.0,12/01/2019,7.0,33.0,34.5,01/01/2019,1.0,22.5,24.5,21/12/2018,3.0,32.5,34.5,07/12/2018,4.0,26.0,28.5,14/11/2018,10.0,24.5,27.0,20/10/2018,6.0,,,,,,,,,,,,,,,,,,,26,67,304,103,210,1023,0,0,3,0,1,5,0,1,3,9,17,82,4,1,14,1600.0,5.1,56.5,1800.0,5.7,58.0,1810.0,5.6,58.5,1975.0,0.2,58.5,RKA ,BM-65,RCT ,BM-65,KUA ,BM-65,WKT ,3Y+MDN,CAPE BLANCO (IRE),MORTON BABE (NZ),ORPEN (USA),RUAKAKA,,,12NZ,13NZ,7NZ,1NZ,,01/01/19,11,,,,,,,,,,,1.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,1.0,9.0,58.5,58.5,58.5,58.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,5,'7321,1.0,2.0,3.0,7.0,JUST TREASURE,5.0,56.5,4.0,100.0,100.0,8,1,3,13.0,38.0,up,-  .5,up,1344,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,1,3,1,1,9,2,7,1,1.0,12.0,C R MCCARROLL,4,M,S. M. Mc Kay,,M8,M6,na,na,na,na,B,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,35.0,29/05/19,32.0,01/08/18,,,,,35.0,29/05/19,1600,0.0,0.0,0.0,0.0,0.0,0.0,34.5,35.0,29/05/2019,1.0,33.0,33.5,27/04/2019,2.0,27.0,27.5,07/04/2019,3.0,27.0,28.0,13/03/2019,7.0,29.5,31.0,20/01/2019,4.0,17.0,20.5,29/08/2018,8.0,28.5,32.0,01/08/2018,3.0,16.5,21.0,17/06/2018,6.0,,,,,,,,,,,,,,,,,,,14,41,256,33,80,582,1,1,3,7,13,39,18,24,101,11,20,60,1,1,2,1600.0,0.2,57.5,1600.0,0.4,56.5,1600.0,2.3,53.5,1400.0,4.3,56.5,TE R,FM-MDN,TE R,3Y+MSW,PUK ,3Y+MSW,MAT ,3Y+MDN,REDWOOD (GB),EVVIVA (NZ),VOLKSRAAD (GB),CAMBRIDGE,,,5NZ,4NZ,8NZ,4NZ,,29/05/19,32,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,56.5,56.5,57.5,54.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,6,'039x,9.0,3.0,0.0,,HERE TO STAY,11.0,56.5,26.0,73.0,78.0,32,1,5,3.0,16.0,eq,- 4.5,eq,452,179,0,0,3,1,4,17,0,0,1,0,0,0,1,0,14,0,2,5,0,3,13,10,9,12,0,8,9,,,R R MANNING,6,G,N. Alam,a4.0,S12,B9,na,na,1.38,na,A,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,13.0,0.0,0.0,4.0,17/06/2018,24.0,24.0,13/05/2017,22.0,23.0,25/09/2016,17.0,20.5,,,32.0,07/12/18,33.0,31/12/17,33.0,31/12/17,32.0,07/12/18,2000,0.0,0.0,0.0,0.0,2.0,11.0,10.5,10.5,29/12/2018,9.0,32.0,32.0,07/12/2018,3.0,12.5,12.5,29/11/2018,11.0,20.0,20.0,29/09/2018,11.0,30.0,30.0,07/09/2018,3.0,9.5,9.5,28/07/2018,6.0,10.5,10.5,18/07/2018,11.0,19.5,19.5,07/07/2018,12.0,33.0,33.0,31/12/2017,,,,,,,,,,,,,,,,0,0,6,0,1,16,0,0,0,10,13,87,36,61,337,20,41,249,0,1,5,2000.0,17.0,57.0,2000.0,2.6,57.0,2000.0,13.0,53.0,3210.0,11.0,50.0,MAT ,BM-65,MAT ,BM-65,AVD ,BM-65,NWPL,BM-82,RAISE THE FLAG (GB),ARDENT FIRE (NZ),DANZIGHILL,CAMBRIDGE,30.0,17/09/17,10NZ,9NZ,14NZ,12NZ,,31/12/17,32,,,,,,,,,,,0.0,0.0,3.0,1.0,1.0,6.0,0.0,2.0,10.0,0.0,2.0,13.0,55.5,68.0,65.0,53.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,7,'8666,6.0,6.0,6.0,8.0,OHTHOSERUSSIANS,4.0,56.5,11.0,85.0,80.0,14,1,4,7.0,29.0,eq,+ 7.5,up,823,28,0,0,0,1,1,3,0,0,0,0,0,0,1,2,10,0,0,1,0,2,3,6,7,8,3,4,3,,,TARISSA MITCHELL,4,G,S. C. Spratt,,F1,F1,0.83,0.83,1.38,na,na,12.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,36.0,21/12/18,33.0,15/06/18,,,36.0,21/12/18,35.0,12/10/18,2100,0.0,0.0,0.0,0.0,0.0,6.0,26.5,27.0,29/05/2019,6.0,29.0,29.5,27/04/2019,6.0,26.5,27.0,14/04/2019,6.0,28.5,29.5,16/03/2019,8.0,29.0,30.0,02/03/2019,10.0,24.0,25.0,16/02/2019,7.0,34.0,36.0,21/12/2018,1.0,30.5,32.5,02/12/2018,2.0,,,,,,,,,,,,,,,,,,,16,33,160,58,103,598,0,0,0,2,3,17,2,3,22,5,9,57,0,0,1,1600.0,5.2,67.0,2400.0,7.9,54.0,2200.0,7.4,58.0,2100.0,6.8,58.0,TE R,BM-65,TE R,BM-72,TE R,BM-65,TAUR,BM-65,GORKY PARK (NZ),OPERA ROSE (NZ),STRAUSSBROOK,CAMBRIDGE,,,10NZ,5NZ,9NZ,6NZ,,21/12/18,19,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,7.0,58.5,59.0,58.5,58.5,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,8,'0x04,4.0,0.0,0.0,,INDAH,,56.0,,,,6,1,1,17.0,17.0,,,,1229,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,4,4,1,7,1,10,,,M BAKER & A FORSMAN,4,M,C. J. Grylls,,M6,O4,na,na,na,na,A,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04/07/2018,41.5,45.5,,,,,,,28.0,18/05/19,45.5,04/07/18,27.5,17/09/17,,,26.0,06/06/19,1600,0.0,0.0,0.0,0.0,0.0,4.0,26.0,26.0,06/06/2019,4.0,27.5,28.0,18/05/2019,12.0,41.5,45.5,04/07/2018,10.0,26.5,31.5,27/05/2018,9.0,35.0,40.5,15/04/2018,1.0,17.5,27.5,17/09/2017,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,19,108,37,64,319,0,0,0,46,92,352,172,240,933,121,214,844,6,10,45,1600.0,6.6,66.0,1600.0,7.3,56.5,1600.0,7.0,54.0,1600.0,13.3,58.0,NWPL,BM-65,TE R,BM-65,GE,WFA-G3,GE,3F-GP2,DABIRSIM (FR),IOTA (GER),TIGER HILL (IRE),CAMBRIDGE,,,4NZ,10NZ,17.90,1.00,Scratched,15/04/18,210,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,56.5,55.0,,,
A PARK,8,RYDGES ROTORUA (BM65),1950,"10,000",BM-65,Claim,02.04 pm,26/06/2019,9,'7x07,7.0,0.0,7.0,,RED JOHN,,56.0,,,,17,2,1,12.0,6.0,,,,827,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,2,1,9,11,12,10,9,11,12,,,MS H PRYCE,5,G,,,G4,M8,0.75,na,1.38,na,na,3.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,17/06/2018,12.5,13.0,08/09/2017,35.0,38.5,,,,25.0,23/06/19,36.5,24/06/18,38.5,06/10/17,38.5,06/10/17,38.5,08/09/17,1580 2200,0.0,0.0,0.0,1.0,0.0,14.0,25.0,25.0,23/06/2019,7.0,13.0,13.0,08/06/2019,13.0,34.5,34.5,30/09/2018,7.0,24.5,24.5,07/09/2018,9.0,25.0,25.0,15/08/2018,7.0,29.5,30.0,07/07/2018,7.0,36.0,36.5,24/06/2018,1.0,12.5,13.0,17/06/2018,12.0,35.0,38.5,08/09/2017,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,0,0,6,0,0,0,1600.0,8.3,56.5,1400.0,16.0,56.5,2200.0,3.2,68.5,2000.0,9.8,58.0,TE A,BM-65,TE R,BM-65,TE A,BM-65,TAW ,BM-65,RED GIANT (USA),JEAB,OCTAGONAL (NZ),TAURANGA,,,12NZ,12NZ,5NZ,8NZ,Scratched,24/06/18,7,08/09/17,16,,,,,,,,,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,8.0,69.5,58.5,68.0,57.0,
