Distance,Last Finish pos,Last-1 Finish pos,Weight,Wins,Places,win%,Place%,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Good Wins,Good Places,Good Starts,age,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,Last Base Rating,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Finish Pos,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight
1400,4.0,2.0,57.0,1,3,13.0,38.0,0,0,0,0,1,1,3,7,4,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,36.0,4.0,37.0,37.5,2.0,32.5,33.5,6.0,36.5,37.5,3.0,34.5,36.5,1.0,63,66,279,30,26,112,30,24,106,89,120,421,32,97,1600.0,2.1,59.0,1400.0,0.1,56.5,1400.0,3.5,57.5,1200.0,2.1,59.0
1400,9.0,2.0,56.5,1,2,11.0,22.0,0,0,1,1,1,1,2,9,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,9.0,36.5,36.5,2.0,32.0,32.5,1.0,26.0,27.0,6.0,26.5,28.0,5.0,50,76,332,0,8,25,14,46,198,13,31,100,10,63,1200.0,5.2,57.0,1400.0,0.8,56.5,1400.0,0.1,56.5,1400.0,4.3,55.5
1400,0.0,3.0,56.5,2,4,10.0,19.0,0,0,3,1,1,2,4,19,5,0.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,17.0,10.0,32.5,32.5,3.0,33.0,33.0,4.0,29.5,29.5,8.0,26.0,26.0,9.0,40,91,477,1,2,14,2,5,20,1,3,28,0,2,1600.0,13.9,57.0,1600.0,1.8,56.0,1600.0,1.1,55.0,1400.0,4.0,56.0
1400,9.0,6.0,56.5,1,6,6.0,35.0,0,1,1,0,3,1,4,12,5,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,21.5,9.0,26.5,26.5,6.0,27.5,27.5,12.0,35.5,35.5,2.0,36.5,36.5,2.0,20,38,179,30,56,248,118,155,721,90,171,716,4,21,1600.0,10.0,57.0,1400.0,7.6,58.5,1600.0,6.8,58.0,1400.0,1.3,58.0
1400,4.0,5.0,56.5,1,6,8.0,50.0,0,0,0,1,4,1,4,9,5,1.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,35.0,4.0,31.0,31.0,5.0,32.0,32.0,3.0,33.5,33.5,1.0,23.5,24.0,6.0,0,0,0,30,56,248,118,155,721,90,171,716,0,0,1200.0,1.6,56.5,1400.0,4.7,58.5,1400.0,4.6,56.5,1400.0,0.2,56.5
1400,8.0,6.0,56.0,1,2,17.0,33.0,0,0,0,1,2,1,2,6,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,26.5,8.0,32.5,33.0,6.0,38.5,40.5,2.0,34.5,37.0,1.0,34.0,36.5,2.0,104,168,683,58,85,339,162,208,831,141,209,828,53,327,1600.0,6.7,54.5,1400.0,5.2,55.5,1400.0,0.8,57.5,1400.0,2.3,55.0
1400,3.0,7.0,58.0,1,3,13.0,38.0,0,0,0,0,3,1,2,6,4,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,33.0,3.0,28.5,29.5,7.0,26.5,28.0,13.0,32.5,36.5,7.0,38.0,43.0,3.0,39,66,292,11,14,91,30,55,256,32,54,314,14,65,1400.0,0.9,55.0,1400.0,5.6,57.5,1200.0,7.8,58.0,1200.0,4.4,59.5
1400,0.0,0.0,58.0,7,16,10.0,23.0,2,0,5,0,4,6,11,44,7,0.0,1.0,10.0,1.0,3.0,10.0,1.0,1.0,8.0,1.0,2.0,8.0,11.0,11.0,11.5,11.5,11.0,28.0,28.0,9.0,18.5,18.5,10.0,28.5,28.5,12.0,0,0,0,20,60,235,25,66,213,56,155,748,0,0,1600.0,18.2,58.0,1200.0,17.9,59.0,1600.0,8.0,56.5,1400.0,15.0,57.5
1400,7.0,7.0,55.5,1,6,6.0,33.0,0,0,0,0,4,1,4,14,4,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,32.5,7.0,28.0,28.5,7.0,33.0,34.0,1.0,30.0,31.0,4.0,27.5,28.5,5.0,0,0,0,6,7,52,11,17,123,16,28,155,0,0,1600.0,2.7,56.0,1600.0,5.5,56.0,1600.0,0.1,56.5,1600.0,2.9,56.5
1400,8.0,7.0,55.5,1,1,9.0,9.0,0,0,1,1,1,1,1,10,4,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,22.5,8.0,26.5,27.0,7.0,30.0,30.5,1.0,25.0,26.0,6.0,29.5,30.5,3.0,0,0,0,20,60,235,25,66,213,56,155,748,0,0,1400.0,10.8,55.0,1300.0,5.3,52.5,1400.0,0.1,52.5,1300.0,4.4,52.5
1400,5.0,5.0,55.5,1,3,6.0,18.0,0,0,1,1,0,0,0,8,5,1.0,0.0,5.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,27.5,5.0,31.0,31.0,5.0,30.0,30.0,2.0,30.0,30.0,3.0,27.0,27.0,7.0,0,0,0,0,1,18,0,1,13,2,15,73,0,0,2000.0,3.5,52.5,2000.0,3.6,56.0,1600.0,2.5,53.5,1600.0,3.4,54.0
1400,6.0,6.0,55.5,1,0,20.0,0.0,1,0,3,1,0,1,0,4,4,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,6.0,32.0,36.5,6.0,32.5,37.5,4.0,28.5,36.0,6.0,35.0,43.5,1.0,0,0,0,2,1,12,13,26,109,3,2,24,0,0,1600.0,8.7,57.0,1400.0,6.6,55.5,1400.0,4.0,56.0,1400.0,7.1,57.5
1400,5.0,3.0,58.5,0,1,0.0,33.0,0,0,0,0,1,0,1,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.5,5.0,27.5,28.5,3.0,24.0,25.0,7.0,,,,,,,20,38,179,30,26,112,30,24,106,89,120,421,4,28,1600.0,4.7,58.5,1400.0,4.3,58.5,1200.0,6.7,58.5,,,
1400,7.0,2.0,58.5,0,1,0.0,33.0,0,0,0,0,0,0,0,0,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.5,7.0,25.0,26.0,2.0,19.0,20.0,8.0,,,,,,,4,15,101,0,2,15,9,24,104,3,7,57,0,4,1600.0,7.7,54.5,1600.0,2.8,65.0,1600.0,7.8,68.0,,,
1400,7.0,5.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,5,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,7.0,26.0,26.5,5.0,12.0,12.5,10.0,21.0,26.5,7.0,19.0,25.5,8.0,0,0,0,2,6,26,6,15,75,5,14,63,0,0,1400.0,4.4,58.5,1200.0,4.3,58.5,1400.0,13.0,56.5,1400.0,8.2,58.0
1400,9.0,5.0,58.5,0,2,0.0,17.0,0,0,0,0,0,0,1,8,4,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,19.5,9.0,22.5,23.0,5.0,8.5,9.0,12.0,20.0,22.0,7.0,13.0,15.0,12.0,7,13,180,1,2,14,2,5,20,1,3,28,0,0,1400.0,5.9,54.5,1400.0,3.9,54.5,1600.0,14.6,56.5,1600.0,8.2,58.5
1400,6.0,7.0,58.0,0,0,0.0,0.0,0,0,1,0,0,0,0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,13.5,14.5,7.0,,,,,,,,,,4,2,16,5,5,29,10,13,89,6,6,41,0,0,1400.0,5.0,55.0,1200.0,12.0,55.5,,,,,,
1400,3.0,2.0,56.5,0,9,0.0,56.0,0,3,3,0,3,0,8,13,5,0.0,2.0,4.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,31.0,3.0,32.0,32.0,2.0,22.5,22.5,3.0,29.5,29.5,2.0,28.5,28.5,7.0,39,66,292,5,9,26,16,19,90,8,16,45,2,8,1400.0,0.4,56.5,1400.0,0.8,57.0,1200.0,4.1,53.5,1230.0,0.4,53.5
1400,5.0,6.0,56.5,0,1,0.0,17.0,0,0,0,0,0,0,0,1,4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,5.0,17.0,19.5,6.0,29.0,32.0,4.0,26.0,29.5,3.0,23.0,26.5,5.0,104,168,683,58,85,339,162,208,831,141,209,828,53,327,1200.0,3.3,55.5,1400.0,11.0,56.5,1300.0,3.4,56.5,1200.0,3.1,55.5
1400,,,56.5,0,0,,,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,24,89,20,54,208,21,54,243,0,0,,,,,,,,,,,,
1400,6.0,6.0,56.5,0,0,0.0,0.0,0,0,1,0,0,0,0,2,5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,23.5,23.5,6.0,8.5,9.5,10.0,,,,,,,39,94,445,2,7,38,20,34,216,17,38,134,1,9,2000.0,10.0,53.5,1560.0,4.4,54.0,1600.0,25.0,63.0,,,
1400,3.0,9.0,56.0,0,1,0.0,25.0,0,1,2,0,1,0,1,4,3,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,3.0,14.0,15.0,9.0,13.5,17.5,13.0,24.5,29.0,8.0,,,,15,40,190,1,4,23,8,23,100,2,7,37,1,6,1400.0,4.1,54.0,1400.0,13.0,57.0,1400.0,10.0,53.5,1400.0,4.9,54.0
1400,9.0,,56.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,,,,,,,,,,,,,53,121,594,9,23,95,19,37,162,27,61,264,1,11,1400.0,11.0,54.5,,,,,,,,,
1400,,,56.0,0,0,,,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,109,223,1047,30,56,248,118,155,721,90,171,716,5,76,,,,,,,,,,,,
1400,0.0,3.0,56.5,0,7,0.0,54.0,0,0,0,0,2,0,5,11,4,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,26.0,10.0,31.0,33.5,3.0,22.0,24.5,7.0,32.5,35.5,3.0,25.5,29.0,5.0,50,76,332,0,8,25,14,46,198,13,31,100,10,63,2426.0,9.3,59.0,2012.0,4.3,55.5,2504.0,11.8,56.5,1965.0,6.8,59.0
1400,7.0,,56.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,,,,,,,,,,,,,0,0,0,2,2,29,7,21,143,3,10,83,0,0,1150.0,15.0,55.5,,,,,,,,,
1400,0.0,,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,10.0,,,,,,,,,,,,,0,0,0,6,7,52,11,17,123,16,28,155,0,0,1600.0,9.7,58.5,,,,,,,,,
1400,0.0,,56.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,,,,,,,,,,,,,0,0,0,30,56,248,118,155,721,90,171,716,0,0,1400.0,11.0,56.5,,,,,,,,,
1400,0.0,9.0,58.5,0,0,0.0,0.0,0,0,2,0,0,0,0,0,7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,18.5,18.5,9.0,22.0,22.0,6.0,,,,,,,0,0,0,1,2,26,3,18,91,2,6,76,0,0,1400.0,17.0,58.5,1215.0,10.0,58.5,1400.0,6.9,58.5,,,
1400,8.0,7.0,58.5,0,1,0.0,9.0,0,1,3,0,1,0,1,8,4,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,17.0,8.0,28.5,29.0,7.0,19.5,20.5,8.0,21.5,23.5,12.0,30.0,32.0,4.0,33,89,469,20,60,235,25,66,213,56,155,748,3,33,1215.0,7.7,54.5,1400.0,2.4,58.5,1230.0,9.0,57.5,1600.0,8.3,58.5
3500,5.0,3.0,66.5,12,16,16.0,21.0,0,1,3,5,7,1,3,27,12,0.0,2.0,9.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,2.0,7.0,19.0,5.0,24.5,24.5,3.0,27.5,27.5,3.0,29.0,29.0,1.0,22.0,22.0,2.0,17,31,103,1,3,11,8,16,86,5,13,58,1,2,4200.0,7.8,66.5,4200.0,4.4,67.0,3000.0,5.3,70.0,3500.0,0.2,65.5
3500,3.0,7.0,66.5,6,10,11.0,18.0,0,0,2,1,0,1,0,14,10,0.0,0.0,7.0,0.0,2.0,7.0,0.0,1.0,7.0,1.0,2.0,7.0,20.5,3.0,-1.0,-1.0,7.0,10.0,10.0,3.0,0.0,0.0,5.0,-1.0,-1.0,4.0,1,2,11,4,1,14,12,16,66,10,8,51,0,2,3100.0,4.6,64.5,3350.0,35.0,65.0,3100.0,11.1,65.0,3900.0,46.1,63.0
3500,6.0,8.0,66.5,2,1,6.0,3.0,0,0,1,1,0,0,0,6,8,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,8.0,12.5,12.5,3.0,19.5,19.5,1.0,0.0,0.0,6.0,0,2,32,20,32,141,86,168,723,53,115,497,0,6,5600.0,35.0,65.0,3200.0,21.5,67.5,4000.0,7.8,64.0,3200.0,2.3,65.0
3500,3.0,1.0,66.0,3,18,9.0,51.0,0,0,1,0,0,0,0,7,6,0.0,4.0,5.0,1.0,2.0,5.0,0.0,2.0,5.0,1.0,2.0,5.0,16.5,3.0,26.0,26.0,1.0,19.0,19.0,3.0,19.0,19.0,3.0,21.5,21.5,4.0,2,8,23,20,32,141,86,168,723,53,115,497,2,15,2200.0,5.7,67.0,3000.0,1.0,63.5,2100.0,5.3,57.0,2200.0,3.1,53.0
3500,2.0,8.0,65.0,3,5,12.0,20.0,0,2,3,0,0,2,4,19,7,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,25.5,2.0,15.5,15.5,8.0,2.5,2.5,9.0,6.0,6.0,8.0,26.0,26.0,8.0,3,6,35,0,0,3,0,2,12,1,2,19,1,3,3100.0,0.8,62.0,2100.0,8.3,56.0,2200.0,17.4,56.5,1600.0,13.9,67.0
3500,1.0,9.0,65.0,2,7,8.0,29.0,0,0,1,1,1,0,0,3,8,0.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,26.5,1.0,-0.5,-0.5,9.0,20.0,20.0,2.0,4.5,4.5,10.0,2.5,2.5,7.0,5,18,63,3,5,35,7,16,96,22,40,220,3,17,4200.0,1.3,63.0,4900.0,36.0,65.0,4200.0,4.3,63.0,2100.0,11.3,54.5
3500,7.0,6.0,65.0,2,1,17.0,8.0,0,0,1,0,0,1,0,2,8,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.5,7.0,1.5,1.5,6.0,4.5,4.5,3.0,31.0,31.0,1.0,20.0,20.0,4.0,0,0,0,0,0,7,0,4,37,1,4,32,0,0,4200.0,35.0,66.0,5600.0,35.0,65.0,4250.0,23.5,65.5,4280.0,5.5,66.5
3000,8.0,8.0,68.0,8,12,16.0,24.0,1,4,9,0,1,1,0,12,10,0.0,0.0,6.0,0.0,2.0,6.0,0.0,3.0,6.0,1.0,1.0,6.0,25.5,8.0,1.0,1.0,8.0,6.5,6.5,3.0,22.5,22.5,7.0,19.5,19.5,8.0,17,31,103,0,1,8,8,7,39,0,1,8,0,0,2100.0,8.3,60.5,2500.0,99.0,68.0,2900.0,15.5,65.0,2200.0,8.8,58.0
3000,3.0,6.0,68.0,4,8,13.0,26.0,0,0,0,0,1,0,0,3,6,1.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,4.0,0.0,2.0,4.0,30.5,3.0,0.5,0.5,6.0,0.5,0.5,7.0,8.0,8.0,3.0,0.5,0.5,7.0,12,13,90,17,56,267,129,285,1358,49,104,577,0,0,1400.0,1.4,54.0,3800.0,35.0,68.0,3100.0,34.8,68.0,2750.0,8.8,68.0
3000,8.0,9.0,68.0,4,8,10.0,20.0,0,0,0,0,0,2,7,26,7,0.0,2.0,6.0,1.0,2.0,6.0,0.0,1.0,6.0,1.0,0.0,6.0,0.0,8.0,6.5,6.5,9.0,26.5,26.5,4.0,14.5,14.5,5.0,26.0,26.0,2.0,1,2,11,7,17,94,24,57,237,24,45,260,0,0,2760.0,32.0,68.0,2200.0,16.4,54.5,2500.0,1.7,68.0,2200.0,8.3,50.5
3000,4.0,2.0,68.0,5,4,23.0,18.0,1,0,1,0,0,1,1,5,7,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,27.0,4.0,34.0,34.0,2.0,0.5,0.5,7.0,34.0,34.0,1.0,32.0,32.0,1.0,19,30,110,3,5,25,3,5,18,7,12,56,6,27,1800.0,8.8,53.0,2000.0,0.2,57.0,2200.0,37.7,54.0,2200.0,1.3,70.0
3000,2.0,7.0,68.0,0,2,0.0,20.0,0,0,0,0,0,0,1,7,5,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,22.5,2.0,10.5,10.5,7.0,16.5,16.5,4.0,11.5,12.0,5.0,11.0,11.5,7.0,0,0,0,3,5,35,7,16,96,22,40,220,0,0,1600.0,0.2,58.5,2100.0,8.0,54.0,1600.0,5.2,58.5,1600.0,7.8,58.5
3000,3.0,9.0,68.0,1,15,2.0,35.0,0,2,4,0,0,0,13,32,8,0.0,4.0,9.0,1.0,1.0,8.0,0.0,4.0,7.0,0.0,1.0,5.0,17.5,3.0,-2.0,-2.0,9.0,4.5,4.5,8.0,16.0,16.0,2.0,6.5,6.5,10.0,5,18,63,3,5,35,7,16,96,22,40,220,3,17,2200.0,2.1,63.0,2800.0,35.0,68.0,2400.0,16.5,54.5,1950.0,2.8,64.5
3000,7.0,5.0,68.0,1,1,7.0,7.0,0,0,0,0,0,0,1,6,5,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,-3.5,7.0,-0.5,-0.5,5.0,14.5,14.5,8.0,6.0,6.5,10.0,17.0,17.5,6.0,1,3,30,20,32,141,86,168,723,53,115,497,0,0,2760.0,27.8,65.0,2060.0,18.9,57.0,1600.0,5.3,54.5,1650.0,10.5,54.0
3000,7.0,0.0,68.0,0,1,0.0,6.0,0,0,0,0,0,0,1,11,6,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,-2.0,7.0,-2.0,-2.0,12.0,9.0,9.0,9.0,13.0,13.0,9.0,5.0,5.0,8.0,1,6,47,1,1,23,3,2,22,8,12,110,0,0,1600.0,20.0,58.5,1600.0,31.2,56.5,1400.0,7.3,56.5,2200.0,6.1,58.5
3000,7.0,0.0,68.0,4,5,11.0,14.0,0,0,2,0,0,0,2,15,8,0.0,0.0,6.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,4.0,-2.5,7.0,-1.5,-1.5,10.0,14.0,14.0,6.0,24.5,24.5,3.0,18.5,18.5,4.0,0,2,32,20,32,141,86,168,723,53,115,497,0,6,2060.0,20.9,54.5,2100.0,24.7,57.5,2040.0,7.3,56.0,2100.0,1.5,58.0
3000,1.0,2.0,66.0,3,5,10.0,16.0,1,0,5,0,1,0,0,7,7,1.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,1.0,0.0,4.0,24.0,1.0,21.0,21.0,2.0,1.5,1.5,12.0,1.5,1.5,5.0,1.5,1.5,8.0,19,13,95,20,32,141,86,168,723,53,115,497,11,50,4150.0,1.3,66.0,3800.0,0.8,66.0,3000.0,99.0,66.0,2500.0,18.2,66.0
3000,9.0,9.0,66.0,0,1,0.0,6.0,0,0,2,0,0,0,1,11,6,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,9.0,-2.0,-2.0,9.0,15.0,15.0,7.0,17.5,17.5,6.0,1.0,1.0,9.0,3,6,35,7,17,94,24,57,237,24,45,260,0,0,3100.0,41.6,65.0,3000.0,99.0,63.0,2200.0,5.8,56.5,2200.0,5.4,56.5
3000,4.0,1.0,69.0,14,19,24.0,32.0,1,2,4,3,2,7,7,30,8,0.0,2.0,7.0,3.0,3.0,7.0,1.0,1.0,6.0,2.0,2.0,6.0,31.0,4.0,29.5,29.5,1.0,27.5,27.5,2.0,29.5,29.5,1.0,18.0,18.0,5.0,59,131,703,20,32,141,86,168,723,53,115,497,5,26,2040.0,3.9,57.0,3000.0,0.2,68.0,3000.0,1.8,67.0,3000.0,0.1,69.5
3000,5.0,5.0,66.0,7,7,11.0,11.0,0,0,5,2,3,0,4,14,10,1.0,3.0,8.0,0.0,2.0,7.0,1.0,0.0,7.0,0.0,1.0,5.0,17.0,5.0,2.5,2.5,5.0,10.0,10.0,7.0,8.0,8.0,4.0,19.5,19.5,6.0,2,5,43,4,4,48,19,28,207,15,30,143,0,7,3100.0,7.6,65.0,3100.0,16.4,63.5,2100.0,12.2,56.5,3000.0,14.6,65.0
3000,7.0,2.0,65.0,5,7,14.0,19.0,0,1,5,1,1,1,1,5,8,0.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,0.5,7.0,14.0,14.0,2.0,0.5,0.5,6.0,21.0,21.0,1.0,10.5,10.5,11.0,3,6,35,0,0,3,0,2,12,1,2,19,1,3,3350.0,35.0,65.0,3100.0,7.3,62.0,3000.0,99.0,62.0,3100.0,9.0,63.0
3000,7.0,8.0,65.0,8,14,11.0,19.0,0,1,5,1,2,1,5,21,11,0.0,1.0,9.0,0.0,2.0,9.0,1.0,1.0,8.0,0.0,1.0,7.0,8.0,7.0,0.5,0.5,8.0,3.5,3.5,14.0,10.0,10.0,9.0,18.5,18.5,5.0,0,3,13,0,2,8,1,6,19,0,3,22,0,1,2100.0,13.9,57.0,2200.0,42.4,62.0,2100.0,65.5,60.0,2100.0,16.0,57.5
3000,7.0,8.0,65.0,6,7,15.0,18.0,0,0,0,0,2,4,2,16,7,0.0,1.0,7.0,2.0,0.0,6.0,1.0,1.0,6.0,1.0,1.0,5.0,1.5,7.0,14.0,14.0,8.0,4.5,4.5,9.0,7.5,7.5,8.0,28.0,28.0,1.0,19,13,95,20,32,141,86,168,723,53,115,497,11,50,3100.0,35.2,65.5,2000.0,13.7,54.0,2900.0,99.0,65.0,2100.0,16.9,55.5
3000,7.0,1.0,65.0,4,8,12.0,24.0,1,1,2,1,1,2,3,17,7,0.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,1.0,4.0,0.5,7.0,21.5,21.5,1.0,16.5,16.5,3.0,0.5,0.5,8.0,8.0,8.0,7.0,5,18,63,3,5,35,7,16,96,22,40,220,3,17,3100.0,20.9,63.0,3000.0,0.2,63.5,3100.0,3.3,63.5,2500.0,31.6,63.5
3000,3.0,7.0,65.0,6,10,11.0,18.0,0,0,2,1,8,1,0,14,10,0.0,0.0,7.0,0.0,2.0,7.0,0.0,1.0,7.0,1.0,2.0,7.0,22.0,3.0,0.5,0.5,7.0,11.5,11.5,3.0,1.5,1.5,5.0,0.5,0.5,4.0,1,2,11,4,1,14,12,16,66,10,8,51,0,2,3100.0,4.6,64.5,3350.0,35.0,65.0,3100.0,11.1,65.0,3900.0,46.1,63.0
2200,3.0,1.0,71.0,7,12,19.0,32.0,0,0,0,1,5,2,3,12,7,1.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,2.0,4.0,10.0,3.0,26.0,26.0,1.0,22.0,22.0,2.0,-1.5,-1.5,11.0,14.5,14.5,7.0,2,8,23,20,32,141,86,168,723,53,115,497,2,15,4200.0,11.4,65.0,3100.0,0.2,65.0,2750.0,1.0,65.5,3100.0,18.2,65.0
2200,6.0,2.0,68.0,2,3,29.0,43.0,0,0,0,2,2,1,2,4,5,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,18.0,6.0,31.0,31.5,2.0,26.0,26.5,1.0,25.0,26.0,3.0,25.0,26.5,1.0,0,2,32,20,32,141,86,168,723,53,115,497,0,6,2040.0,8.0,54.5,2200.0,1.3,68.0,2000.0,0.5,55.0,1950.0,4.0,59.0
2200,9.0,3.0,68.0,3,3,13.0,13.0,0,0,2,3,1,0,0,6,6,1.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,3.0,0.5,9.0,28.5,28.5,3.0,23.0,23.0,4.0,26.0,26.0,1.0,13.5,13.5,11.0,12,13,90,9,17,87,35,65,340,21,47,253,0,0,2100.0,28.3,58.5,2000.0,2.2,58.5,2200.0,4.0,60.0,2100.0,1.8,70.0
2200,1.0,7.0,67.5,3,2,16.0,11.0,1,1,4,3,1,0,0,5,6,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,28.5,1.0,2.0,2.0,7.0,2.0,2.0,7.0,19.0,19.0,3.0,12.0,12.0,7.0,17,31,103,13,20,79,54,74,333,26,52,227,1,1,2200.0,1.3,68.0,3100.0,28.3,68.0,3000.0,34.3,68.0,2200.0,4.3,65.0
2200,0.0,1.0,67.5,4,3,13.0,10.0,0,0,1,3,3,0,2,15,7,1.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,14.0,10.0,28.0,28.0,1.0,25.0,25.0,1.0,1.5,1.5,10.0,13.5,13.5,7.0,1,2,11,2,2,14,11,19,118,5,8,46,0,0,2000.0,11.7,57.5,2100.0,1.5,58.5,2100.0,0.2,55.5,2100.0,17.8,54.0
2200,1.0,7.0,65.5,7,11,13.0,21.0,1,1,7,0,0,0,1,7,7,0.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,5.0,0.0,1.0,5.0,26.5,1.0,24.5,24.5,7.0,15.0,15.0,6.0,20.5,20.5,8.0,23.5,23.5,2.0,19,30,110,4,4,44,11,24,139,9,8,114,1,7,1800.0,3.0,55.0,2000.0,3.5,54.0,1600.0,9.9,51.0,1560.0,6.3,54.0
